Phenotype,Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
am_rel_abundance_colonization,447116at2759,5,Zm00001eb045780;Zm00001eb103730;Zm00001eb289320,Zm00001eb045780:0.00212866;Zm00001eb103730:0.00256511;Zm00001eb289320:0.00107797,SORBI_3003G053200;SORBI_3003G373000,SORBI_3003G053200:0.000767546;SORBI_3003G373000:0.000835343,LOC_Os08g05490,LOC_Os08g05490:0.00143494,HORVU.MOREX.r3.4HG0415430,HORVU.MOREX.r3.4HG0415430:0.000107191,AT5G40330,AT5G40330:0.000248962
am_rel_abundance_colonization,2690913at2759,4,Zm00001eb164580;Zm00001eb193280;Zm00001eb321890;Zm00001eb426260,Zm00001eb164580:0.0031682;Zm00001eb193280:0.000676704;Zm00001eb321890:0.000367387;Zm00001eb426260:0.00297082,,,LOC_Os04g05080,LOC_Os04g05080:0.00118176,HORVU.MOREX.r3.7HG0719410,HORVU.MOREX.r3.7HG0719410:0.000792463,AT5G06230;AT5G19160,AT5G06230:0.000408622;AT5G19160:0.000420174
am_rel_abundance_colonization,4805980at2759,4,Zm00001eb076810;Zm00001eb257750,Zm00001eb076810:0.00344179;Zm00001eb257750:0.000854232,SORBI_3003G062800;SORBI_3003G062900,SORBI_3003G062800:0.000927436;SORBI_3003G062900:0.000927436,,,HORVU.MOREX.r3.1HG0019330;HORVU.MOREX.r3.2HG0183080,HORVU.MOREX.r3.1HG0019330:2.44454e-05;HORVU.MOREX.r3.2HG0183080:0.000990703,AT3G17180;AT4G30610;AT4G30810,AT3G17180:8.31249e-05;AT4G30610:0.000107583;AT4G30810:0.000107583
am_rel_abundance_colonization,4809112at2759,4,Zm00001eb151650,Zm00001eb151650:0.000114407,,,LOC_Os12g01510,LOC_Os12g01510:0.00176503,HORVU.MOREX.r3.5HG0459970;HORVU.MOREX.r3.5HG0460010,HORVU.MOREX.r3.5HG0459970:5.36386e-05;HORVU.MOREX.r3.5HG0460010:0.000297946,AT1G56360;AT3G20500,AT1G56360:9.75878e-06;AT3G20500:7.01838e-06
am_rel_abundance_colonization,4854762at2759,4,Zm00001eb349510,Zm00001eb349510:0.00275003,SORBI_3001G334200,SORBI_3001G334200:0.00269375,LOC_Os09g04260,LOC_Os09g04260:0.00184091,HORVU.MOREX.r3.3HG0219290;HORVU.MOREX.r3.3HG0220930,HORVU.MOREX.r3.3HG0219290:0.00142353;HORVU.MOREX.r3.3HG0220930:0.000650773,,
am_rel_abundance_colonization,516269at2759,4,Zm00001eb093490;Zm00001eb260190,Zm00001eb093490:7.50314e-05;Zm00001eb260190:0.000933932,SORBI_3005G022100,SORBI_3005G022100:0.000679268,LOC_Os07g05810,LOC_Os07g05810:0.00124475,,,AT5G57100,AT5G57100:8.28564e-05
am_rel_abundance_colonization,591574at2759,4,Zm00001eb275630;Zm00001eb330610;Zm00001eb430810,Zm00001eb275630:0.00237887;Zm00001eb330610:0.00106038;Zm00001eb430810:0.000920598,SORBI_3006G213500,SORBI_3006G213500:0.00305069,,,HORVU.MOREX.r3.3HG0312690,HORVU.MOREX.r3.3HG0312690:0.000521377,AT1G31120;AT1G60160;AT2G40540,AT1G31120:0.000253179;AT1G60160:0.000192451;AT2G40540:1.39384e-05
am_rel_abundance_colonization,599360at2759,4,Zm00001eb145670;Zm00001eb384590;Zm00001eb408430,Zm00001eb145670:0.00152106;Zm00001eb384590:0.000616974;Zm00001eb408430:8.74931e-05,SORBI_3007G087400,SORBI_3007G087400:0.0030654,,,HORVU.MOREX.r3.3HG0307240;HORVU.MOREX.r3.3HG0307250,HORVU.MOREX.r3.3HG0307240:0.000149569;HORVU.MOREX.r3.3HG0307250:0.000149569,AT1G58360,AT1G58360:2.96892e-05
am_rel_abundance_colonization,627237at2759,4,Zm00001eb046210;Zm00001eb180070;Zm00001eb222030;Zm00001eb245250;Zm00001eb251130;Zm00001eb289290;Zm00001eb304390;Zm00001eb342280,Zm00001eb046210:4.12114e-06;Zm00001eb180070:0.000726208;Zm00001eb222030:0.0030328;Zm00001eb245250:0.00183274;Zm00001eb251130:0.00301124;Zm00001eb289290:0.00107797;Zm00001eb304390:0.00322043;Zm00001eb342280:0.000733835,SORBI_3007G044300,SORBI_3007G044300:0.00200585,,,HORVU.MOREX.r3.3HG0231720;HORVU.MOREX.r3.3HG0299050;HORVU.MOREX.r3.4HG0411460,HORVU.MOREX.r3.3HG0231720:0.00115924;HORVU.MOREX.r3.3HG0299050:0.000771606;HORVU.MOREX.r3.4HG0411460:0.000430302,AT1G12110;AT1G32450;AT1G68570;AT2G37900;AT2G40460;AT3G21670;AT3G45680,AT1G12110:4.5442e-05;AT1G32450:0.000185863;AT1G68570:0.000159983;AT2G37900:1.23449e-05;AT2G40460:0.000342681;AT3G21670:3.55441e-05;AT3G45680:0.000139884
am_rel_abundance_colonization,628161at2759,4,Zm00001eb058150;Zm00001eb103410;Zm00001eb193100;Zm00001eb305600;Zm00001eb316180,Zm00001eb058150:0.00342151;Zm00001eb103410:0.000779237;Zm00001eb193100:1.71475e-05;Zm00001eb305600:0.00138733;Zm00001eb316180:0.000586955,SORBI_3002G274000,SORBI_3002G274000:0.000971944,LOC_Os09g04410,LOC_Os09g04410:0.00181307,,,AT2G05920,AT2G05920:0.000142707
