Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
381908at2759,4,Zm00001eb426230,Zm00001eb426230:0.00224502,SORBI_3001G003600,SORBI_3001G003600:2.47052e-05,NA,NA,HORVU.MOREX.r3.2HG0198640,HORVU.MOREX.r3.2HG0198640:0.00185119,AT2G30310;AT5G63170,AT2G30310:0.000174592;AT5G63170:0.000279127
4805980at2759,4,Zm00001eb113170;Zm00001eb131190,Zm00001eb113170:0.00224464;Zm00001eb131190:0.00369207,SORBI_3008G073700,SORBI_3008G073700:3.80721e-05,NA,NA,HORVU.MOREX.r3.4HG0411760;HORVU.MOREX.r3.6HG0623790,HORVU.MOREX.r3.4HG0411760:0.00135058;HORVU.MOREX.r3.6HG0623790:0.00285093,AT2G35780;AT3G07990,AT2G35780:0.000134429;AT3G07990:0.000348054
5017799at2759,4,Zm00001eb112250;Zm00001eb396970,Zm00001eb112250:0.00369062;Zm00001eb396970:0.00403071,SORBI_3008G071300,SORBI_3008G071300:1.56919e-05,LOC_Os04g04520,LOC_Os04g04520:0.0035853,NA,NA,AT1G34750;AT4G28400;AT4G31750,AT1G34750:0.000982463;AT4G28400:0.000146392;AT4G31750:0.00110032
627237at2759,4,Zm00001eb046210;Zm00001eb053220;Zm00001eb126980,Zm00001eb046210:0.00297066;Zm00001eb053220:0.00126864;Zm00001eb126980:5.23208e-06,SORBI_3004G276200,SORBI_3004G276200:8.33691e-07,NA,NA,HORVU.MOREX.r3.1HG0041600,HORVU.MOREX.r3.1HG0041600:0.000233948,AT1G12110;AT1G32450;AT1G59740;AT3G45680;AT5G62680,AT1G12110:0.000380708;AT1G32450:0.000361684;AT1G59740:0.000451397;AT3G45680:0.000135427;AT5G62680:0.000687729
629188at33090,4,Zm00001eb046210;Zm00001eb053220;Zm00001eb126980,Zm00001eb046210:0.00297066;Zm00001eb053220:0.00126864;Zm00001eb126980:5.23208e-06,SORBI_3004G276200,SORBI_3004G276200:8.33691e-07,NA,NA,HORVU.MOREX.r3.1HG0041600,HORVU.MOREX.r3.1HG0041600:0.000233948,AT1G12110;AT1G32450;AT1G59740;AT3G45680;AT5G62680,AT1G12110:0.000380708;AT1G32450:0.000361684;AT1G59740:0.000451397;AT3G45680:0.000135427;AT5G62680:0.000687729
630100at33090,4,Zm00001eb113170;Zm00001eb131190,Zm00001eb113170:0.00224464;Zm00001eb131190:0.00369207,SORBI_3008G073700,SORBI_3008G073700:3.80721e-05,NA,NA,HORVU.MOREX.r3.4HG0411760;HORVU.MOREX.r3.6HG0623790,HORVU.MOREX.r3.4HG0411760:0.00135058;HORVU.MOREX.r3.6HG0623790:0.00285093,AT2G35780;AT3G07990,AT2G35780:0.000134429;AT3G07990:0.000348054
640662at2759,4,Zm00001eb022050;Zm00001eb067730;Zm00001eb068210;Zm00001eb425840,Zm00001eb022050:0.000785826;Zm00001eb067730:0.000703317;Zm00001eb068210:0.00380364;Zm00001eb425840:0.00305112,NA,NA,LOC_Os01g07870;LOC_Os08g03020,LOC_Os01g07870:0.00355156;LOC_Os08g03020:0.00181297,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.5HG0446790;HORVU.MOREX.r3.6HG0546360;HORVU.MOREX.r3.6HG0615810;HORVU.MOREX.r3.6HG0618250,HORVU.MOREX.r3.1HG0054280:0.00241272;HORVU.MOREX.r3.5HG0446790:0.000873083;HORVU.MOREX.r3.6HG0546360:0.0023604;HORVU.MOREX.r3.6HG0615810:0.00123044;HORVU.MOREX.r3.6HG0618250:0.00255179,AT4G11290;AT4G30170;AT4G37520;AT5G05340,AT4G11290:0.000361307;AT4G30170:0.00108672;AT4G37520:0.000538612;AT5G05340:0.000402701
665330at2759,4,Zm00001eb156040,Zm00001eb156040:0.000262002,NA,NA,LOC_Os01g01410,LOC_Os01g01410:0.00346592,HORVU.MOREX.r3.3HG0227830,HORVU.MOREX.r3.3HG0227830:0.00255344,AT1G68840,AT1G68840:0.00093856
665330at3193,4,Zm00001eb156040,Zm00001eb156040:0.000262002,NA,NA,LOC_Os01g01410,LOC_Os01g01410:0.00346592,HORVU.MOREX.r3.3HG0227830,HORVU.MOREX.r3.3HG0227830:0.00255344,AT1G68840,AT1G68840:0.00093856
665330at33090,4,Zm00001eb156040,Zm00001eb156040:0.000262002,NA,NA,LOC_Os01g01410,LOC_Os01g01410:0.00346592,HORVU.MOREX.r3.3HG0227830,HORVU.MOREX.r3.3HG0227830:0.00255344,AT1G68840,AT1G68840:0.00093856
755348at2759,4,Zm00001eb031840,Zm00001eb031840:0.00166937,NA,NA,LOC_Os05g04850,LOC_Os05g04850:0.00290344,HORVU.MOREX.r3.2HG0206000,HORVU.MOREX.r3.2HG0206000:0.00232004,AT5G58460,AT5G58460:0.000120977
755348at33090,4,Zm00001eb031840,Zm00001eb031840:0.00166937,NA,NA,LOC_Os05g04850,LOC_Os05g04850:0.00290344,HORVU.MOREX.r3.2HG0206000,HORVU.MOREX.r3.2HG0206000:0.00232004,AT5G58460,AT5G58460:0.000120977
788776at33090,4,Zm00001eb112250;Zm00001eb396970,Zm00001eb112250:0.00369062;Zm00001eb396970:0.00403071,SORBI_3008G071300,SORBI_3008G071300:1.56919e-05,LOC_Os04g04520,LOC_Os04g04520:0.0035853,NA,NA,AT1G34750;AT4G28400;AT4G31750,AT1G34750:0.000982463;AT4G28400:0.000146392;AT4G31750:0.00110032
110285at2759,3,Zm00001eb129370,Zm00001eb129370:0.000834174,NA,NA,LOC_Os01g02830,LOC_Os01g02830:0.000903775,NA,NA,AT5G60700,AT5G60700:0.000538553
158457at33090,3,Zm00001eb062910,Zm00001eb062910:0.00332084,NA,NA,LOC_Os08g05250,LOC_Os08g05250:0.000227641,NA,NA,AT1G06400;AT2G43130;AT5G59150,AT1G06400:0.000329173;AT2G43130:2.82842e-05;AT5G59150:0.000421863
159147at3193,3,Zm00001eb071550;Zm00001eb430440,Zm00001eb071550:0.00187251;Zm00001eb430440:0.00289579,SORBI_3006G206800,SORBI_3006G206800:2.93525e-06,NA,NA,NA,NA,AT5G57110,AT5G57110:0.000316141
168202at33090,3,Zm00001eb332830;Zm00001eb356140;Zm00001eb430920,Zm00001eb332830:0.000927005;Zm00001eb356140:0.000633694;Zm00001eb430920:0.00384338,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0750280,HORVU.MOREX.r3.7HG0750280:0.00315561,AT5G43810,AT5G43810:0.000206181
