"species","snp","chr","pos","p","logp","p_cutoff","cutoff_logp","bonf_cutoff","bonf_logp"
"Arabidopsis","Chr1_4768435.0","1",4768435,9.333814e-20,19.0299408577875,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4768115.0","1",4768115,1.402489e-19,18.8531005363164,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4768165.0","1",4768165,1.402489e-19,18.8531005363164,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr5_7727446.0","5",7727446,6.309983e-19,18.199971810806,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr5_7729250.0","5",7729250,6.309983e-19,18.199971810806,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7214771.0","3",7214771,1.093255e-17,16.9612785277334,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4835227.0","1",4835227,2.13946e-17,16.6696958288069,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4837527.0","1",4837527,4.296464e-17,16.3668888228025,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4838290.0","1",4838290,4.296464e-17,16.3668888228025,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4976201.0","1",4976201,4.296464e-17,16.3668888228025,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4978752.0","1",4978752,4.296464e-17,16.3668888228025,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7217272.0","3",7217272,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7217717.0","3",7217717,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7218222.0","3",7218222,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7218278.0","3",7218278,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7220226.0","3",7220226,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7256490.0","3",7256490,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_7258601.0","3",7258601,5.754621e-17,16.2399832737768,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4810829.0","1",4810829,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4811803.0","1",4811803,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4812993.0","1",4812993,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4816818.0","1",4816818,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4821520.0","1",4821520,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4823606.0","1",4823606,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4829754.0","1",4829754,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4830436.0","1",4830436,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4830701.0","1",4830701,9.566274e-17,16.0192571840971,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4664712.0","1",4664712,1.053119e-16,15.9775225517743,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4721252.0","1",4721252,1.053119e-16,15.9775225517743,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4726965.0","1",4726965,1.053119e-16,15.9775225517743,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4741093.0","1",4741093,1.053119e-16,15.9775225517743,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4766766.0","1",4766766,1.053119e-16,15.9775225517743,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_4832865.0","1",4832865,1.053119e-16,15.9775225517743,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_24635708.0","1",24635708,1.369299e-16,15.8635017090087,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_9575597.0","1",9575597,2.496602e-16,15.6026506859148,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_9602780.0","1",9602780,2.496602e-16,15.6026506859148,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_6870988.0","1",6870988,5.645743e-16,15.2482788952685,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_6869152.0","1",6869152,1.391429e-15,14.8565389493694,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_6871172.0","1",6871172,1.391429e-15,14.8565389493694,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_6871970.0","1",6871970,1.391429e-15,14.8565389493694,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_6872074.0","1",6872074,1.391429e-15,14.8565389493694,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_9579000.0","1",9579000,1.540158e-15,14.8124347239633,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_5920369.0","3",5920369,1.990886e-15,14.7009536073701,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr3_6211046.0","3",6211046,1.990886e-15,14.7009536073701,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_6854127.0","1",6854127,2.585617e-15,14.5874358054824,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21132648.0","1",21132648,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21135644.0","1",21135644,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21135648.0","1",21135648,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21136272.0","1",21136272,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21151220.0","1",21151220,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21151558.0","1",21151558,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21154818.0","1",21154818,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21155484.0","1",21155484,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21156373.0","1",21156373,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21157963.0","1",21157963,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21162779.0","1",21162779,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
"Arabidopsis","Chr1_21181508.0","1",21181508,3.991541e-15,14.3988594054178,0.000422803,3.37386193981583,1.48790836389001e-08,7.82742381494765
