"Lines","Long","Lat","crop","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","PC1","PC2","PC3"
"IRGC_58278",67.699444,33.926111,"rice",0.106020748615265,12.8265419006348,31.9539165496826,976.446472167969,19.9802494049072,-20.1604995727539,40.1407470703125,-6.30270862579346,11.7375411987305,11.7375411987305,-12.6109580993652,433,98,1,89.4182815551758,251,9,9,171,-9.59084907976865,-7.82553807911687,1.30986699589233
"IRIS_313-9783",67.69944,33.92611,"rice",0.106020748615265,12.8265419006348,31.9539165496826,976.446472167969,19.9802494049072,-20.1604995727539,40.1407470703125,-6.30270862579346,11.7375411987305,11.7375411987305,-12.6109580993652,433,98,1,89.4182815551758,251,9,9,171,-9.59084907976865,-7.82553807911687,1.30986699589233
"IRGC_117281",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
"IRGC_25897",90,24.25,"rice",25.1956672668457,9.5225830078125,42.4116592407227,408.465545654297,33.3307495117188,10.8780002593994,22.4527492523193,28.5167922973633,19.0457496643066,28.5167922973633,19.0457496643066,1897,371,5,89.5039138793945,1006,33,1006,33,-0.831051827942517,1.19408564727537,-0.838101205219402
"IRGC_25924",89.33333,23.25,"rice",26.0273132324219,10.2875423431396,43.1918449401855,412.149017333984,35.2227516174316,11.4045000076294,23.8182525634766,29.0620403289795,19.8974590301514,29.5714588165283,19.8974590301514,1675,314,10,88.1039657592773,912,46,566,46,-0.909673825816351,1.76642936569079,0.16577866667169
"IRGC_27513",90.5,22.66667,"rice",25.6952838897705,8.51868629455566,42.6850852966309,352.264099121094,32.5687103271484,12.6116561889648,19.9570541381836,28.159049987793,20.3312377929688,28.467945098877,20.3312377929688,2337,480,6,91.5610427856445,1339,40,852,40,-0.0761868261771164,1.12233142531602,-1.54871126312376
"IRGC_29066",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
"IRGC_32565",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
"IRGC_6208",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
"IRGC_6588",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
"IRGC_6590",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
"IRGC_66792",92.41667,24.86667,"rice",24.613260269165,10.0561456680298,47.8841285705566,392.717010498047,31.8117485046387,10.8107500076294,21.0009994506836,28.2137489318848,18.8301239013672,28.2843742370605,18.8301239013672,3384,672,10,83.1068496704102,1716,65,1445,65,0.204960425114336,0.66974739592609,-3.42598672470088
"IRGC_8341",90.339722,23.611667,"rice",25.6440200805664,9.31662464141846,42.5596389770508,384.264282226562,33.5507507324219,11.6599998474121,21.8907508850098,28.4636669158936,19.7670822143555,28.5533332824707,19.7670822143555,2149,420,6,85.1043853759766,1105,39,813,39,-0.486417359085508,1.23774985346828,-0.917116553567505
