Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
381908at2759	Zm00001eb289980	Zm00001eb289980:0.000131196	SORBI_3003G341900	SORBI_3003G341900:0.00181525	LOC_Os02g01100	LOC_Os02g01100:0.000217423	HORVU.MOREX.r3.2HG0198640;HORVU.MOREX.r3.7HG0650710;HORVU.MOREX.r3.7HG0650790	HORVU.MOREX.r3.2HG0198640:0.00283616;HORVU.MOREX.r3.7HG0650710:0.00251198;HORVU.MOREX.r3.7HG0650790:0.00251198	AT1G75880;AT1G75910;AT2G04570;AT2G30310;AT2G31540;AT2G40250;AT4G28780;AT5G33370;AT5G63170	AT1G75880:0.000625597;AT1G75910:0.000625597;AT2G04570:0.000287014;AT2G30310:2.8958e-05;AT2G31540:0.000687989;AT2G40250:0.00211034;AT4G28780:4.217e-05;AT5G33370:2.37091e-05;AT5G63170:0.00209889	5
5017799at2759	Zm00001eb192230;Zm00001eb258010;Zm00001eb430620	Zm00001eb192230:0.000796594;Zm00001eb258010:0.00150874;Zm00001eb430620:0.00206088	SORBI_3010G180700	SORBI_3010G180700:0.00157564	LOC_Os04g04520;LOC_Os07g05070	LOC_Os04g04520:0.000253585;LOC_Os07g05070:0.00145881	HORVU.MOREX.r3.4HG0384700	HORVU.MOREX.r3.4HG0384700:0.000947391	AT1G22280;AT1G34750;AT2G25620;AT2G30020;AT2G33700;AT3G62260;AT4G28400;AT4G31750	AT1G22280:0.00025393;AT1G34750:7.26941e-06;AT2G25620:0.00212871;AT2G30020:1.42907e-05;AT2G33700:0.000619153;AT3G62260:0.00166007;AT4G28400:0.000305671;AT4G31750:0.00145352	5
585262at33090	Zm00001eb289980	Zm00001eb289980:0.000131196	SORBI_3003G341900	SORBI_3003G341900:0.00181525	LOC_Os02g01100	LOC_Os02g01100:0.000217423	HORVU.MOREX.r3.2HG0198640;HORVU.MOREX.r3.7HG0650710;HORVU.MOREX.r3.7HG0650790	HORVU.MOREX.r3.2HG0198640:0.00283616;HORVU.MOREX.r3.7HG0650710:0.00251198;HORVU.MOREX.r3.7HG0650790:0.00251198	AT1G75880;AT1G75910;AT2G04570;AT2G30310;AT2G31540;AT2G40250;AT5G63170	AT1G75880:0.000625597;AT1G75910:0.000625597;AT2G04570:0.000287014;AT2G30310:2.8958e-05;AT2G31540:0.000687989;AT2G40250:0.00211034;AT5G63170:0.00209889	5
614510at2759	Zm00001eb110070	Zm00001eb110070:0.000219113	SORBI_3002G386700	SORBI_3002G386700:0.0014111	LOC_Os03g03760	LOC_Os03g03760:0.000988293	HORVU.MOREX.r3.6HG0619260	HORVU.MOREX.r3.6HG0619260:0.000687974	AT1G09580;AT1G57620	AT1G09580:0.000642922;AT1G57620:0.000317747	5
614510at33090	Zm00001eb110070	Zm00001eb110070:0.000219113	SORBI_3002G386700	SORBI_3002G386700:0.0014111	LOC_Os03g03760	LOC_Os03g03760:0.000988293	HORVU.MOREX.r3.6HG0619260	HORVU.MOREX.r3.6HG0619260:0.000687974	AT1G09580;AT1G57620	AT1G09580:0.000642922;AT1G57620:0.000317747	5
640662at2759	Zm00001eb001560;Zm00001eb022050;Zm00001eb067730;Zm00001eb068210;Zm00001eb151190;Zm00001eb240670;Zm00001eb264870;Zm00001eb425840	Zm00001eb001560:0.00459569;Zm00001eb022050:1.17503e-05;Zm00001eb067730:0.00215954;Zm00001eb068210:0.00442765;Zm00001eb151190:0.000921731;Zm00001eb240670:0.000244583;Zm00001eb264870:0.00186779;Zm00001eb425840:0.00410281	SORBI_3001G189200;SORBI_3001G379400	SORBI_3001G189200:0.000251172;SORBI_3001G379400:0.00297542	LOC_Os04g06510;LOC_Os08g03020	LOC_Os04g06510:0.000117351;LOC_Os08g03020:0.00137325	HORVU.MOREX.r3.1HG0067930;HORVU.MOREX.r3.6HG0618250	HORVU.MOREX.r3.1HG0067930:0.00164234;HORVU.MOREX.r3.6HG0618250:0.0011865	AT1G49570;AT2G18980;AT2G22420;AT2G24800;AT2G34060;AT2G37130;AT3G49110;AT4G11290;AT4G25980;AT4G30170;AT4G31760;AT4G37520;AT5G05340;AT5G06720;AT5G14130;AT5G15180;AT5G24070;AT5G40150;AT5G51890;AT5G58390	AT1G49570:1.28276e-06;AT2G18980:1.64011e-06;AT2G22420:9.44176e-06;AT2G24800:0.000105316;AT2G34060:0.000187183;AT2G37130:0.00159719;AT3G49110:2.44766e-05;AT4G11290:0.000247959;AT4G25980:9.53051e-05;AT4G30170:6.11444e-07;AT4G31760:0.00145352;AT4G37520:3.24287e-05;AT5G05340:0.00198075;AT5G06720:0.00163984;AT5G14130:1.36515e-06;AT5G15180:2.45747e-06;AT5G24070:1.40728e-06;AT5G40150:5.55473e-06;AT5G51890:1.26336e-06;AT5G58390:0.000365029	5
777528at2759	Zm00001eb157530;Zm00001eb296060	Zm00001eb157530:0.00242786;Zm00001eb296060:0.00399596	SORBI_3004G032800	SORBI_3004G032800:3.831e-05	LOC_Os06g07080	LOC_Os06g07080:2.71138e-05	HORVU.MOREX.r3.7HG0712330	HORVU.MOREX.r3.7HG0712330:0.00155835	AT1G53510;AT2G01450	AT1G53510:0.00237471;AT2G01450:0.00025943	5
777528at33090	Zm00001eb157530;Zm00001eb296060	Zm00001eb157530:0.00242786;Zm00001eb296060:0.00399596	SORBI_3004G032800	SORBI_3004G032800:3.831e-05	LOC_Os06g07080	LOC_Os06g07080:2.71138e-05	HORVU.MOREX.r3.7HG0712330	HORVU.MOREX.r3.7HG0712330:0.00155835	AT1G53510;AT2G01450	AT1G53510:0.00237471;AT2G01450:0.00025943	5
158457at33090	Zm00001eb277700;Zm00001eb401400	Zm00001eb277700:0.00168989;Zm00001eb401400:0.00401014	NA	NA	LOC_Os08g05250	LOC_Os08g05250:0.00113467	HORVU.MOREX.r3.5HG0471130	HORVU.MOREX.r3.5HG0471130:0.0019406	AT1G06400;AT1G09630;AT1G16920;AT2G33870;AT2G43130;AT3G12160;AT3G46830;AT4G18430;AT4G18800;AT5G45750;AT5G59150;AT5G60860	AT1G06400:0.000280394;AT1G09630:0.000642922;AT1G16920:2.63583e-05;AT2G33870:0.00016261;AT2G43130:0.00170978;AT3G12160:0.00167413;AT3G46830:0.000532297;AT4G18430:4.64896e-06;AT4G18800:0.00024505;AT5G45750:1.34129e-05;AT5G59150:0.0021525;AT5G60860:0.000122224	4
167653at2759	NA	NA	SORBI_3002G012300;SORBI_3002G012400;SORBI_3003G022200	SORBI_3002G012300:0.00169435;SORBI_3002G012400:0.00169435;SORBI_3003G022200:0.00153087	LOC_Os07g01200	LOC_Os07g01200:2.97205e-05	HORVU.MOREX.r3.4HG0412780	HORVU.MOREX.r3.4HG0412780:0.00150834	AT5G46230	AT5G46230:0.000157962	4
