"species","snp","chr","pos","p","logp","p_cutoff","cutoff_logp","bonf_cutoff","bonf_logp"
"Arabidopsis","Chr4_6149715.0","4",6149715,1.081322e-29,28.9660449609961,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6152310.0","4",6152310,1.081322e-29,28.9660449609961,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6811448.0","4",6811448,1.187589e-23,22.9253338336942,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6800240.0","4",6800240,2.719141e-23,22.565568271657,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6803203.0","4",6803203,2.719141e-23,22.565568271657,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6803409.0","4",6803409,2.719141e-23,22.565568271657,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6803542.0","4",6803542,2.719141e-23,22.565568271657,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6804034.0","4",6804034,2.719141e-23,22.565568271657,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6814521.0","4",6814521,2.719141e-23,22.565568271657,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6822557.0","4",6822557,4.563992e-23,22.3406551255069,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6835034.0","4",6835034,4.09061e-22,21.3882119242958,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_12142659.0","5",12142659,1.377747e-20,19.8608305259638,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6831826.0","4",6831826,6.340281e-20,19.1978914938462,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6730374.0","4",6730374,9.404455e-20,19.026666367296,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6764777.0","4",6764777,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6766831.0","4",6766831,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6770956.0","4",6770956,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6780243.0","4",6780243,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6787746.0","4",6787746,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6789240.0","4",6789240,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6791755.0","4",6791755,2.879775e-19,18.5406414428226,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6827371.0","4",6827371,3.92352e-19,18.4063241292488,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_11729558.0","5",11729558,2.938994e-18,17.5318013005451,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_14051620.0","3",14051620,7.643301e-18,17.1167190371748,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_5970524.0","4",5970524,2.619742e-17,16.5817414771892,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_29209043.0","1",29209043,4.398021e-17,16.3567427012685,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_14481628.0","3",14481628,5.431786e-17,16.2650573486042,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_11733352.0","5",11733352,9.775834e-17,16.0098461816408,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6786018.0","4",6786018,1.104507e-16,15.9568315273691,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6764108.0","4",6764108,1.190447e-16,15.9242899350931,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6701345.0","4",6701345,1.657137e-16,15.7806415857964,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6701770.0","4",6701770,1.657137e-16,15.7806415857964,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_17423676.0","4",17423676,1.76052e-16,15.7543590368589,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_14481618.0","3",14481618,3.336149e-16,15.4767545610221,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6727088.0","4",6727088,3.583566e-16,15.4456845925418,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6837475.0","4",6837475,4.270993e-16,15.3694711403652,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_14481616.0","3",14481616,5.022269e-16,15.2991000295588,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6719365.0","4",6719365,2.422724e-15,14.6156960584602,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_8883346.0","4",8883346,6.881961e-15,14.1622877928503,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_9492228.0","4",9492228,8.988207e-15,14.0463269342589,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_5970572.0","4",5970572,9.72614e-15,14.0120594834014,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_25909923.0","5",25909923,1.023109e-14,13.9900780949518,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_25918604.0","5",25918604,1.023109e-14,13.9900780949518,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_8465025.0","4",8465025,1.09913e-14,13.958950938201,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_25921802.0","5",25921802,1.189992e-14,13.9244559582441,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6360878.0","4",6360878,1.531741e-14,13.8148146627583,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6766807.0","4",6766807,1.986887e-14,13.7018268317689,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_18844691.0","3",18844691,2.357829e-14,13.627487695021,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_25921226.0","5",25921226,2.394418e-14,13.6208000313536,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_17400081.0","4",17400081,2.601622e-14,13.5847558035621,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_17400083.0","4",17400083,2.601622e-14,13.5847558035621,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_17405014.0","4",17405014,2.601622e-14,13.5847558035621,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_6831554.0","4",6831554,3.550659e-14,13.4496910346906,0.001106295,2.95612905043721,1.42731416869084e-08,7.84548042302306
