species,gene,pvalue
Arabidopsis,AT2G42010,1.939691e-10
Arabidopsis,AT2G15530,3.01353e-10
Arabidopsis,AT2G42005,1.39993e-09
Arabidopsis,AT3G50280,6.091028e-09
Arabidopsis,AT4G15570,7.774505e-09
Arabidopsis,AT4G04900,1.00233e-08
Arabidopsis,AT3G50270,2.240786e-08
Arabidopsis,AT4G15563,2.24125e-08
Arabidopsis,AT2G16900,3.036707e-08
Arabidopsis,AT4G02920,3.158533e-08
Arabidopsis,AT2G42460,3.333179e-08
Arabidopsis,AT2G32670,4.265148e-08
Arabidopsis,AT3G44150,5.738035e-08
Arabidopsis,AT2G14878,1.649776e-07
Arabidopsis,AT4G15640,1.877093e-07
Arabidopsis,AT3G43930,2.721671e-07
Arabidopsis,AT3G43960,2.721671e-07
Arabidopsis,AT1G12630,2.962133e-07
Arabidopsis,AT2G42365,3.500267e-07
Arabidopsis,AT2G42490,3.570086e-07
Arabidopsis,AT2G42390,4.049801e-07
Arabidopsis,AT2G42350,4.533974e-07
Arabidopsis,AT4G04880,4.687358e-07
Arabidopsis,AT3G44010,5.088151e-07
Arabidopsis,AT4G04850,5.351933e-07
Arabidopsis,AT4G04870,5.351933e-07
Arabidopsis,AT3G52560,5.850534e-07
Arabidopsis,AT3G50130,5.917995e-07
Arabidopsis,AT3G43950,7.290273e-07
Arabidopsis,AT2G01950,8.354637e-07
Arabidopsis,AT2G32700,1.008717e-06
Arabidopsis,AT1G03830,1.022164e-06
Arabidopsis,AT2G20050,1.111335e-06
Arabidopsis,AT5G39870,1.359784e-06
Arabidopsis,AT3G50150,1.388687e-06
Arabidopsis,AT3G50160,1.388687e-06
Arabidopsis,AT4G09760,1.399673e-06
Arabidopsis,AT2G42170,1.48361e-06
Arabidopsis,AT3G44060,1.527491e-06
Arabidopsis,AT1G17940,1.58424e-06
Arabidopsis,AT3G44006,1.807726e-06
Arabidopsis,AT4G15650,1.818803e-06
Arabidopsis,AT2G42110,1.833166e-06
Arabidopsis,AT1G05670,2.009251e-06
Arabidopsis,AT1G04340,2.190508e-06
Arabidopsis,AT3G43470,2.228871e-06
Arabidopsis,AT2G01930,2.320315e-06
Arabidopsis,AT3G45443,2.342522e-06
Arabidopsis,AT1G02310,2.465342e-06
Arabidopsis,AT2G01090,2.888431e-06
Arabidopsis,AT4G15620,3.389596e-06
Arabidopsis,AT2G01990,3.474531e-06
Arabidopsis,AT4G15920,3.712225e-06
Arabidopsis,AT3G44171,3.97628e-06
Arabidopsis,AT2G32720,4.034553e-06
Arabidopsis,AT2G01175,4.096415e-06
Arabidopsis,AT2G01080,4.136892e-06
Arabidopsis,AT3G44160,4.405191e-06
Arabidopsis,AT2G01970,4.644543e-06
Arabidopsis,AT2G01980,4.644543e-06
Arabidopsis,AT2G26310,4.715759e-06
Arabidopsis,AT4G15610,5.049124e-06
Arabidopsis,AT2G46480,5.476211e-06
Arabidopsis,AT5G05130,5.72704e-06
Arabidopsis,AT2G47790,5.789761e-06
Arabidopsis,AT3G43490,5.959169e-06
Arabidopsis,AT2G01060,6.345911e-06
Arabidopsis,AT2G31580,6.528673e-06
Arabidopsis,AT1G79520,6.725652e-06
Arabidopsis,AT1G79580,6.725652e-06
Arabidopsis,AT1G79640,6.725652e-06
Arabidopsis,AT5G01500,6.825877e-06
Arabidopsis,AT3G45440,6.868456e-06
Arabidopsis,AT4G38870,7.265227e-06
Arabidopsis,AT4G38900,7.265227e-06
Arabidopsis,AT4G12100,7.294701e-06
Arabidopsis,AT3G10150,8.701258e-06
Arabidopsis,AT1G79550,8.781017e-06
Arabidopsis,AT1G79570,8.781017e-06
Arabidopsis,AT4G02900,8.790197e-06
Arabidopsis,AT4G39610,9.187739e-06
Arabidopsis,AT4G39620,9.187739e-06
Arabidopsis,AT1G12480,9.54412e-06
Arabidopsis,AT1G12420,9.564265e-06
Arabidopsis,AT1G02620,9.642929e-06
Arabidopsis,AT4G05530,9.87289e-06
Arabidopsis,AT3G44050,1.066411e-05
Arabidopsis,AT2G42320,1.089232e-05
Arabidopsis,AT2G44280,1.139438e-05
Arabidopsis,AT3G45410,1.139628e-05
Arabidopsis,AT3G43860,1.166418e-05
Arabidopsis,AT4G09980,1.341771e-05
