species,gene,pvalue
Arabidopsis,AT5G23030,6.309983e-19
Arabidopsis,AT1G14140,4.296464e-17
Arabidopsis,AT1G14040,9.566274000000001e-17
Arabidopsis,AT1G14110,9.566274000000001e-17
Arabidopsis,AT1G13610,1.053119e-16
Arabidopsis,AT1G13760,1.053119e-16
Arabidopsis,AT3G18130,1.990886e-15
Arabidopsis,AT1G56555,3.991541e-15
Arabidopsis,AT3G20680,4.508443e-15
Arabidopsis,AT3G20740,4.508443e-15
Arabidopsis,AT3G20760,4.508443e-15
Arabidopsis,AT1G27460,9.73368e-15
Arabidopsis,AT1G27590,9.73368e-15
Arabidopsis,AT1G68430,1.3061e-14
Arabidopsis,AT1G19780,1.417387e-14
Arabidopsis,AT1G19830,1.417387e-14
Arabidopsis,AT3G16860,1.579903e-14
Arabidopsis,AT1G14130,2.619226e-14
Arabidopsis,AT1G13980,3.044529e-14
Arabidopsis,AT1G13790,7.400341e-14
Arabidopsis,AT1G68440,7.438951e-14
Arabidopsis,AT4G30050,1.24168e-13
Arabidopsis,AT1G26660,1.463505e-13
Arabidopsis,AT1G19770,1.808154e-13
Arabidopsis,AT4G26330,2.963725e-13
Arabidopsis,AT3G17480,3.910426e-13
Arabidopsis,AT4G26340,3.939972e-13
Arabidopsis,AT4G26350,3.939972e-13
Arabidopsis,AT3G20810,7.294974e-13
Arabidopsis,AT3G20660,9.267925e-13
Arabidopsis,AT3G19820,1.005268e-12
Arabidopsis,AT1G27420,1.016924e-12
Arabidopsis,AT3G28510,1.068349e-12
Arabidopsis,AT1G13160,1.998684e-12
Arabidopsis,AT1G13170,1.998684e-12
Arabidopsis,AT1G13190,1.998684e-12
Arabidopsis,AT1G13245,1.998684e-12
Arabidopsis,AT1G14010,3.526996e-12
Arabidopsis,AT5G06950,3.833038e-12
Arabidopsis,AT3G20280,4.12972e-12
Arabidopsis,AT3G20310,4.12972e-12
Arabidopsis,AT3G16940,5.14159e-12
Arabidopsis,AT1G27360,6.373587e-12
Arabidopsis,AT1G27750,6.440206e-12
Arabidopsis,AT1G27840,6.440206e-12
Arabidopsis,AT1G27490,1.039029e-11
Arabidopsis,AT1G27500,1.093997e-11
Arabidopsis,AT3G17640,1.20262e-11
Arabidopsis,AT1G27670,1.217154e-11
Arabidopsis,AT1G14480,1.772028e-11
Arabidopsis,AT3G16870,1.850179e-11
Arabidopsis,AT3G16890,1.850179e-11
Arabidopsis,AT1G14685,1.973052e-11
Arabidopsis,AT3G21060,2.968695e-11
Arabidopsis,AT4G26430,4.197927e-11
Arabidopsis,AT4G26510,4.197927e-11
Arabidopsis,AT3G19370,4.239235e-11
Arabidopsis,AT3G19480,4.239235e-11
Arabidopsis,AT1G66350,4.717465e-11
Arabidopsis,AT1G66430,4.717465e-11
Arabidopsis,AT1G66450,4.717465e-11
Arabidopsis,AT1G80530,1.001503e-10
Arabidopsis,AT1G56590,1.098267e-10
Arabidopsis,AT1G13330,1.11046e-10
Arabidopsis,AT1G27540,1.241807e-10
Arabidopsis,AT1G66440,1.434396e-10
Arabidopsis,AT1G27630,2.423393e-10
Arabidopsis,AT4G26630,2.623954e-10
Arabidopsis,AT3G16710,2.704834e-10
Arabidopsis,AT1G13450,2.840961e-10
Arabidopsis,AT4G26288,3.145941e-10
Arabidopsis,AT5G18475,3.380533e-10
Arabidopsis,AT3G17060,3.626552e-10
Arabidopsis,AT1G56450,3.655805e-10
Arabidopsis,AT1G80570,3.702095e-10
Arabidopsis,AT3G17070,4.50418e-10
Arabidopsis,AT4G26420,5.180322e-10
Arabidopsis,AT1G27440,5.52345e-10
Arabidopsis,AT3G16910,6.695778e-10
Arabidopsis,AT1G17040,7.727207e-10
Arabidopsis,AT4G26470,7.90525e-10
Arabidopsis,AT1G17500,8.380954e-10
Arabidopsis,AT1G17560,8.380954e-10
