"Lines","Long","Lat","crop","n_value","log_n"
"IRGC_58278",67.699444,33.926111,"rice",398,2.59988307207369
"IRIS_313-9783",67.69944,33.92611,"rice",398,2.59988307207369
"IRGC_117281",90.339722,23.611667,"rice",172,2.23552844690755
"IRGC_25897",90,24.25,"rice",144,2.15836249209525
"IRGC_25924",89.33333,23.25,"rice",219,2.34044411484012
"IRGC_27513",90.5,22.66667,"rice",NA,NA
"IRGC_29066",90.339722,23.611667,"rice",172,2.23552844690755
"IRGC_32565",90.339722,23.611667,"rice",172,2.23552844690755
"IRGC_6208",90.339722,23.611667,"rice",172,2.23552844690755
"IRGC_6588",90.339722,23.611667,"rice",172,2.23552844690755
"IRGC_6590",90.339722,23.611667,"rice",172,2.23552844690755
"IRGC_66792",92.41667,24.86667,"rice",289,2.46089784275655
"IRGC_8341",90.339722,23.611667,"rice",172,2.23552844690755
"IRIS_313-10587",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10592",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10593",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10594",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10595",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10598",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10600",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10602",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10603",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10604",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10605",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10606",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10963",92,22.41667,"rice",171,2.23299611039215
"IRIS_313-10964",89.33333,23.25,"rice",219,2.34044411484012
"IRIS_313-10965",92,22.41667,"rice",171,2.23299611039215
"IRIS_313-10971",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10972",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10973",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10974",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10975",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10976",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10977",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10978",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10979",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10980",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10981",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10982",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10983",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10984",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10985",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10986",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-10987",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11013",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11014",90.33333,24.5,"rice",139,2.1430148002541
"IRIS_313-11015",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11016",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11017",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11018",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11019",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11047",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11048",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11049",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11051",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11052",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11053",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11054",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11055",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11056",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11057",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11058",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11059",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11060",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11061",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11062",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11063",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11064",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11065",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11066",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11067",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11068",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11069",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11070",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11111",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11112",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11113",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11114",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11115",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11116",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11123",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11124",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11154",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11163",90.33972,23.61167,"rice",172,2.23552844690755
"IRIS_313-11203",89.03333,25.9,"rice",173,2.2380461031288
"IRIS_313-11204",89.03333,25.9,"rice",173,2.2380461031288
"IRIS_313-11205",90.36667,22.7,"rice",NA,NA
"IRIS_313-11206",89.03333,25.9,"rice",173,2.2380461031288
"IRIS_313-11207",89.03333,25.9,"rice",173,2.2380461031288
"IRIS_313-11208",90.44056,22.29889,"rice",293,2.46686762035411
"IRIS_313-11209",89.03333,25.9,"rice",173,2.2380461031288
"IRIS_313-11210",88.61667,25.63333,"rice",161,2.20682587603185
"IRIS_313-11211",88.67528,24.65917,"rice",154,2.18752072083646
"IRIS_313-11212",88.75556,24.91028,"rice",NA,NA
"IRIS_313-11213",90.33778,23.77861,"rice",NA,NA
"IRIS_313-11214",89.33583,24.91361,"rice",166,2.22010808804005
