Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
669972at2759	NA	NA	SORBI_3001G380800	SORBI_3001G380800:2.15329e-11	NA	NA	NA	NA	AT4G36700	AT4G36700:4.94193e-09	2
669972at33090	NA	NA	SORBI_3001G380800	SORBI_3001G380800:2.15329e-11	NA	NA	NA	NA	AT4G36700	AT4G36700:4.94193e-09	2
101287at38820	NA	NA	SORBI_3001G389700	SORBI_3001G389700:3.68745e-09	NA	NA	NA	NA	NA	NA	1
101287at4447	NA	NA	SORBI_3001G389700	SORBI_3001G389700:3.68745e-09	NA	NA	NA	NA	NA	NA	1
102534at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59510	AT5G59510:6.88561e-09	1
102534at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59510	AT5G59510:6.88561e-09	1
102534at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59510	AT5G59510:6.88561e-09	1
102534at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59510	AT5G59510:6.88561e-09	1
104013at38820	NA	NA	NA	NA	LOC_Os03g01870	LOC_Os03g01870:2.9811e-09	NA	NA	NA	NA	1
104013at4447	NA	NA	NA	NA	LOC_Os03g01870	LOC_Os03g01870:2.9811e-09	NA	NA	NA	NA	1
105121at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT3G53990	AT3G53990:1.01664e-08	1
106063at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G50420	AT5G50420:5.21384e-09	1
106063at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G50420	AT5G50420:5.21384e-09	1
106990at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59310;AT5G59320	AT5G59310:2.4411e-11;AT5G59320:6.50837e-10	1
106990at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59310;AT5G59320	AT5G59310:2.4411e-11;AT5G59320:6.50837e-10	1
106990at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59310;AT5G59320	AT5G59310:2.4411e-11;AT5G59320:6.50837e-10	1
106990at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59310;AT5G59320	AT5G59310:2.4411e-11;AT5G59320:6.50837e-10	1
10795at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G51720	AT5G51720:8.76438e-11	1
108026at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02230	AT4G02230:3.86393e-10	1
108066at38820	NA	NA	NA	NA	LOC_Os03g01900	LOC_Os03g01900:2.9811e-09	NA	NA	NA	NA	1
108066at4447	NA	NA	NA	NA	LOC_Os03g01900	LOC_Os03g01900:2.9811e-09	NA	NA	NA	NA	1
109158at38820	NA	NA	SORBI_3001G380100	SORBI_3001G380100:1.14938e-09	NA	NA	NA	NA	NA	NA	1
109158at4447	NA	NA	SORBI_3001G380100	SORBI_3001G380100:1.14938e-09	NA	NA	NA	NA	NA	NA	1
11040at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38580	AT4G38580:3.45101e-10	1
11040at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38580	AT4G38580:3.45101e-10	1
11040at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38580	AT4G38580:3.45101e-10	1
110816at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G46700	AT5G46700:2.89248e-09	1
110816at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G46700	AT5G46700:2.89248e-09	1
11200at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G51030	AT5G51030:3.12491e-13	1
113535at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38495	AT4G38495:3.45101e-10	1
113535at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38495	AT4G38495:3.45101e-10	1
113535at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38495	AT4G38495:3.45101e-10	1
11632at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02210	AT4G02210:3.86393e-10	1
11660at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G44608	AT1G44608:2.09951e-09	1
11714at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G44446	AT1G44446:2.09951e-09	1
119706at38820	NA	NA	NA	NA	LOC_Os03g01850	LOC_Os03g01850:2.9811e-09	NA	NA	NA	NA	1
119706at4447	NA	NA	NA	NA	LOC_Os03g01850	LOC_Os03g01850:2.9811e-09	NA	NA	NA	NA	1
122330at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G49330	AT5G49330:6.43264e-09	1
122330at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G49330	AT5G49330:6.43264e-09	1
122330at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G49330	AT5G49330:6.43264e-09	1
122330at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G49330	AT5G49330:6.43264e-09	1
12263at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G65346	AT1G65346:6.82055e-10	1
12269at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38130	AT4G38130:4.3487e-09	1
12269at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38130	AT4G38130:4.3487e-09	1
12417at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G53390	AT5G53390:5.45103e-11	1
12426at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G68300	AT1G68300:8.66719e-10	1
12664at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G46680	AT5G46680:2.89248e-09	1
1266at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59160	AT5G59160:2.4411e-11	1
1296at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G54130	AT5G54130:6.89228e-09	1
129707at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59290	AT5G59290:2.4411e-11	1
13054at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G33490	AT4G33490:3.41967e-09	1
131365at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59490	AT5G59490:6.88561e-09	1
13191at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G68220	AT1G68220:8.66719e-10	1
132073at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G37470	AT4G37470:6.34586e-09	1
13260at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT2G35680	AT2G35680:8.55061e-09	1
132787at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G02800	AT5G02800:7.96847e-11	1
132787at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G02800	AT5G02800:7.96847e-11	1
132787at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G02800	AT5G02800:7.96847e-11	1
133462at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38540	AT4G38540:3.45101e-10	1
13480at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G33070	AT4G33070:2.84804e-09	1
13491at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G37430	AT4G37430:6.34586e-09	1
13550at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G38405	AT4G38405:3.16566e-11	1
135702at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59160	AT5G59160:2.4411e-11	1
135702at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59160	AT5G59160:2.4411e-11	1
135702at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59160	AT5G59160:2.4411e-11	1
135702at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G59160	AT5G59160:2.4411e-11	1
135958at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G51670	AT5G51670:8.76438e-11	1
136934at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G54580	AT5G54580:4.25461e-10	1
136934at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G54580	AT5G54580:4.25461e-10	1
136934at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G54580	AT5G54580:4.25461e-10	1
138101at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT3G01150	AT3G01150:4.40952e-12	1
138101at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT3G01150	AT3G01150:4.40952e-12	1
138101at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT3G01150	AT3G01150:4.40952e-12	1
