Orthogroup	Gene_count	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max
434009at2759	5	Zm00001eb015460	Zm00001eb015460:0.00289499	SORBI_3003G331000	SORBI_3003G331000:0.00138136	LOC_Os11g01280	LOC_Os11g01280:0.000309914	gene:HORVU.MOREX.r3.5HG0425710	gene:HORVU.MOREX.r3.5HG0425710:0.0026965	AT3G45400;AT5G16890	AT3G45400:1.94722e-08;AT5G16890:2.04099e-05
643341at2759	5	Zm00001eb032940;Zm00001eb222050;Zm00001eb336650;Zm00001eb378340;Zm00001eb402940;Zm00001eb403550	Zm00001eb032940:0.000929672;Zm00001eb222050:0.00106888;Zm00001eb336650:0.000821052;Zm00001eb378340:0.00419728;Zm00001eb402940:0.0033131;Zm00001eb403550:0.00181598	SORBI_3006G217900	SORBI_3006G217900:0.00130853	LOC_Os02g01540	LOC_Os02g01540:0.00039681	gene:HORVU.MOREX.r3.1HG0041440	gene:HORVU.MOREX.r3.1HG0041440:0.000106217	AT2G02220;AT3G49670	AT2G02220:0.000302713;AT3G49670:5.0665e-05
643341at33090	5	Zm00001eb032940;Zm00001eb222050;Zm00001eb336650;Zm00001eb378340;Zm00001eb402940;Zm00001eb403550	Zm00001eb032940:0.000929672;Zm00001eb222050:0.00106888;Zm00001eb336650:0.000821052;Zm00001eb378340:0.00419728;Zm00001eb402940:0.0033131;Zm00001eb403550:0.00181598	SORBI_3006G217900	SORBI_3006G217900:0.00130853	LOC_Os02g01540	LOC_Os02g01540:0.00039681	gene:HORVU.MOREX.r3.1HG0041440	gene:HORVU.MOREX.r3.1HG0041440:0.000106217	AT2G02220;AT3G49670	AT2G02220:0.000302713;AT3G49670:5.0665e-05
105955at2759	4	Zm00001eb152320;Zm00001eb314040;Zm00001eb364390	Zm00001eb152320:0.00353837;Zm00001eb314040:0.00258114;Zm00001eb364390:0.00360458	SORBI_3003G305400	SORBI_3003G305400:0.00164243	NA	NA	gene:HORVU.MOREX.r3.3HG0310660	gene:HORVU.MOREX.r3.3HG0310660:0.00332963	AT5G03540	AT5G03540:6.33885e-05
105955at33090	4	Zm00001eb152320;Zm00001eb314040;Zm00001eb364390	Zm00001eb152320:0.00353837;Zm00001eb314040:0.00258114;Zm00001eb364390:0.00360458	SORBI_3003G305400	SORBI_3003G305400:0.00164243	NA	NA	gene:HORVU.MOREX.r3.3HG0310660	gene:HORVU.MOREX.r3.3HG0310660:0.00332963	AT5G03540	AT5G03540:6.33885e-05
168202at33090	4	Zm00001eb073810;Zm00001eb430920	Zm00001eb073810:0.000635739;Zm00001eb430920:0.00378517	SORBI_3009G003700	SORBI_3009G003700:0.00150392	NA	NA	gene:HORVU.MOREX.r3.7HG0750280	gene:HORVU.MOREX.r3.7HG0750280:0.00207667	AT5G43810	AT5G43810:0.000326552
3402248at2759	4	Zm00001eb073810;Zm00001eb430920	Zm00001eb073810:0.000635739;Zm00001eb430920:0.00378517	SORBI_3009G003700	SORBI_3009G003700:0.00150392	NA	NA	gene:HORVU.MOREX.r3.7HG0750280	gene:HORVU.MOREX.r3.7HG0750280:0.00207667	AT5G43810	AT5G43810:0.000326552
4725244at2759	4	Zm00001eb014110	Zm00001eb014110:0.00300387	SORBI_3006G217300	SORBI_3006G217300:9.49e-06	LOC_Os09g03230	LOC_Os09g03230:7.18679e-06	NA	NA	AT1G12780;AT1G30620	AT1G12780:0.00053289;AT1G30620:2.04099e-05
4805980at2759	4	Zm00001eb113170;Zm00001eb257750;Zm00001eb329580	Zm00001eb113170:0.00268438;Zm00001eb257750:0.00204725;Zm00001eb329580:0.00149212	SORBI_3002G229100;SORBI_3006G058000	SORBI_3002G229100:0.000834075;SORBI_3006G058000:0.000108845	NA	NA	gene:HORVU.MOREX.r3.6HG0623790	gene:HORVU.MOREX.r3.6HG0623790:0.00372028	AT2G24010	AT2G24010:1.04523e-12
591574at2759	4	Zm00001eb016160;Zm00001eb189940;Zm00001eb430810	Zm00001eb016160:0.00464563;Zm00001eb189940:0.00335363;Zm00001eb430810:0.000619212	SORBI_3006G062100;SORBI_3010G197500	SORBI_3006G062100:0.00145479;SORBI_3010G197500:0.000427323	NA	NA	gene:HORVU.MOREX.r3.3HG0312690	gene:HORVU.MOREX.r3.3HG0312690:0.00029874	AT1G31120;AT1G60160;AT5G14880	AT1G31120:0.000343112;AT1G60160:0.000224466;AT5G14880:1.00776e-05
