rs	chr	ps	p_wald
S6_11149547	6	11149547	3.788953e-09
S3_30153674	3	30153674	4.627188e-09
S7_1386867	7	1386867	2.002958e-08
S7_183327975	7	183327975	4.508236e-08
S6_177036950	6	177036950	6.84832e-08
S8_170678676	8	170678676	1.720572e-07
S6_76637414	6	76637414	2.249731e-07
S1_194554100	1	194554100	2.488584e-07
S2_221350052	2	221350052	3.52032e-07
S2_191308373	2	191308373	3.759522e-07
S7_129070516	7	129070516	5.770438e-07
S2_235662445	2	235662445	9.919184e-07
S6_177036931	6	177036931	1.034986e-06
S4_191263910	4	191263910	1.047471e-06
S7_183510678	7	183510678	1.128214e-06
S2_235662226	2	235662226	1.361665e-06
S4_181698544	4	181698544	1.42981e-06
S8_154843754	8	154843754	1.524986e-06
S2_46499887	2	46499887	1.553391e-06
S7_145571981	7	145571981	1.660436e-06
S2_3330449	2	3330449	1.71254e-06
S2_184773272	2	184773272	1.775546e-06
S7_126553135	7	126553135	1.797221e-06
S2_239888526	2	239888526	1.801973e-06
S10_124065951	10	124065951	1.97305e-06
S1_197383032	1	197383032	2.135452e-06
S4_222254275	4	222254275	2.369902e-06
S10_124065998	10	124065998	2.402916e-06
S10_10048932	10	10048932	2.510408e-06
S2_153217361	2	153217361	2.681248e-06
S4_176944859	4	176944859	2.799307e-06
S7_126553881	7	126553881	2.966572e-06
S8_179313901	8	179313901	3.338785e-06
S4_244969712	4	244969712	3.577268e-06
S10_2735483	10	2735483	3.600629e-06
S5_50535430	5	50535430	3.747157e-06
S1_236272806	1	236272806	4.058571e-06
S10_132633017	10	132633017	4.470235e-06
S4_178261792	4	178261792	4.847003e-06
S9_107271631	9	107271631	5.058922e-06
S7_18998587	7	18998587	5.184996e-06
S10_92045299	10	92045299	5.493522e-06
S1_179294231	1	179294231	5.495037e-06
S7_88498528	7	88498528	5.820298e-06
S6_24869685	6	24869685	5.973309e-06
S2_46499912	2	46499912	6.213219e-06
S3_216118015	3	216118015	6.26504e-06
S4_34452944	4	34452944	6.485338e-06
S9_5299644	9	5299644	6.716238e-06
S2_2609869	2	2609869	6.768243e-06
S9_42723477	9	42723477	7.035966e-06
S3_207450466	3	207450466	7.130729e-06
S8_33981540	8	33981540	7.176909e-06
S5_4129919	5	4129919	7.199486e-06
S5_1896298	5	1896298	7.30582e-06
S7_126553897	7	126553897	7.331456e-06
S5_213774950	5	213774950	8.417247e-06
S10_4956597	10	4956597	8.490547e-06
S2_44763859	2	44763859	8.742819e-06
S8_35605280	8	35605280	9.424806e-06
S2_213740847	2	213740847	9.426543e-06
S6_108153370	6	108153370	9.680745e-06
S2_44763861	2	44763861	1.007985e-05
S5_198022730	5	198022730	1.027393e-05
S1_295423548	1	295423548	1.086137e-05
S2_43572687	2	43572687	1.091799e-05
S6_177036910	6	177036910	1.099511e-05
S2_44763854	2	44763854	1.117193e-05
S7_126552728	7	126552728	1.118221e-05
S2_44763857	2	44763857	1.136355e-05
S2_235660190	2	235660190	1.139218e-05
S2_235660561	2	235660561	1.162219e-05
S4_175949987	4	175949987	1.177844e-05
S10_150711053	10	150711053	1.184836e-05
S10_144426911	10	144426911	1.279637e-05
S8_8979369	8	8979369	1.323389e-05
S6_84931158	6	84931158	1.365643e-05
S2_65385914	2	65385914	1.394547e-05
S9_5299645	9	5299645	1.430974e-05
S6_95634348	6	95634348	1.479827e-05
S1_192266956	1	192266956	1.509917e-05
S1_118884423	1	118884423	1.51336e-05
S3_54961517	3	54961517	1.582902e-05
S6_77663367	6	77663367	1.624737e-05
S7_111911358	7	111911358	1.639609e-05
S9_13076368	9	13076368	1.651781e-05
S2_46499893	2	46499893	1.675281e-05
S10_124065930	10	124065930	1.78479e-05
S6_118269823	6	118269823	1.787719e-05
S9_5299653	9	5299653	1.807844e-05
S6_47116710	6	47116710	1.851531e-05
S3_161987584	3	161987584	1.864288e-05
S4_246962939	4	246962939	1.86602e-05
S4_175459705	4	175459705	1.877405e-05
S7_126552870	7	126552870	1.911065e-05
S1_29236354	1	29236354	1.973595e-05
S9_5299649	9	5299649	1.99119e-05
S2_40935830	2	40935830	2.002055e-05
S7_136265728	7	136265728	2.036325e-05
S8_121778156	8	121778156	2.079687e-05
S6_86426859	6	86426859	2.08852e-05
S1_243530423	1	243530423	2.100981e-05
S8_5263075	8	5263075	2.109349e-05
S1_17084868	1	17084868	2.169449e-05
S4_179076653	4	179076653	2.193414e-05
S5_213775356	5	213775356	2.195287e-05
S7_45170148	7	45170148	2.209779e-05
S7_22305739	7	22305739	2.216081e-05
S6_154168126	6	154168126	2.245063e-05
S4_78665691	4	78665691	2.297348e-05
S1_15287110	1	15287110	2.366118e-05
S3_216117981	3	216117981	2.367864e-05
S6_54872399	6	54872399	2.398876e-05
S2_47978778	2	47978778	2.474861e-05
S8_167362658	8	167362658	2.498762e-05
S8_167362659	8	167362659	2.498762e-05
S2_47978780	2	47978780	2.555557e-05
S4_234423252	4	234423252	2.563324e-05
S6_39884992	6	39884992	2.620053e-05
S5_213775349	5	213775349	2.73944e-05
S4_31494336	4	31494336	2.779642e-05
S3_211308976	3	211308976	2.799841e-05
S2_65385723	2	65385723	2.807021e-05
S2_199679743	2	199679743	2.838489e-05
S6_39884966	6	39884966	2.849532e-05
S3_191024324	3	191024324	2.859097e-05
S1_254680986	1	254680986	2.930722e-05
S9_101495319	9	101495319	2.934166e-05
S7_22298823	7	22298823	2.946814e-05
S2_237578142	2	237578142	2.951063e-05
S6_159086434	6	159086434	2.965852e-05
S4_239184365	4	239184365	3.05819e-05
S5_203587571	5	203587571	3.091665e-05
S2_47978786	2	47978786	3.164128e-05
S8_75745076	8	75745076	3.209127e-05
S6_174720159	6	174720159	3.216e-05
S3_217384678	3	217384678	3.242661e-05
S3_210833274	3	210833274	3.318787e-05
S6_143175231	6	143175231	3.341586e-05
S6_165528175	6	165528175	3.375428e-05
S7_45438435	7	45438435	3.396871e-05
S10_150711082	10	150711082	3.447489e-05
S1_245578674	1	245578674	3.461932e-05
S5_72692805	5	72692805	3.472408e-05
S7_172755527	7	172755527	3.505587e-05
S3_54602376	3	54602376	3.50925e-05
S8_24405743	8	24405743	3.512322e-05
S10_119644825	10	119644825	3.526726e-05
S8_15556872	8	15556872	3.593466e-05
S10_108704638	10	108704638	3.620413e-05
S1_230581766	1	230581766	3.744979e-05
S5_216401471	5	216401471	3.848296e-05
S8_39604974	8	39604974	3.978458e-05
S4_178789098	4	178789098	4.121971e-05
S3_36125708	3	36125708	4.131633e-05
S1_29130838	1	29130838	4.143293e-05
S8_168045804	8	168045804	4.18862e-05
S2_10050365	2	10050365	4.201319e-05
S8_6911282	8	6911282	4.21046e-05
S7_26896931	7	26896931	4.272069e-05
S4_185390189	4	185390189	4.340591e-05
S7_18998287	7	18998287	4.370354e-05
S6_47116709	6	47116709	4.43185e-05
S7_22514728	7	22514728	4.446495e-05
S9_101494881	9	101494881	4.469059e-05
S7_104977047	7	104977047	4.470223e-05
S3_232657443	3	232657443	4.524122e-05
S10_146672762	10	146672762	4.535094e-05
S1_83536633	1	83536633	4.551334e-05
S1_236274153	1	236274153	4.718638e-05
S1_72157567	1	72157567	4.729058e-05
S8_116630205	8	116630205	4.735158e-05
S7_17806174	7	17806174	4.792107e-05
S5_221978475	5	221978475	4.867015e-05
S1_200529335	1	200529335	4.960794e-05
S2_144773265	2	144773265	5.080252e-05
S5_53136163	5	53136163	5.122832e-05
S7_116827971	7	116827971	5.127819e-05
S1_239159904	1	239159904	5.369475e-05
S7_126553323	7	126553323	5.493744e-05
S2_214084029	2	214084029	5.560071e-05
S1_83536607	1	83536607	5.571672e-05
S6_83103995	6	83103995	5.572293e-05
S1_159757759	1	159757759	5.583665e-05
S1_295712599	1	295712599	5.707798e-05
S4_185390216	4	185390216	5.719982e-05
S1_205869789	1	205869789	5.753729e-05
S7_126553885	7	126553885	5.784668e-05
S5_53136140	5	53136140	5.810828e-05
S6_84931167	6	84931167	5.970869e-05
S6_47116704	6	47116704	6.088713e-05
S5_194815946	5	194815946	6.092554e-05
S1_302270673	1	302270673	6.095229e-05
S1_162160059	1	162160059	6.152606e-05
S6_46828873	6	46828873	6.18579e-05
S6_46828841	6	46828841	6.379504e-05
S2_144789763	2	144789763	6.480213e-05
S8_146217744	8	146217744	6.485358e-05
S8_176700614	8	176700614	6.523072e-05
S10_134984823	10	134984823	6.569777e-05
S6_154648943	6	154648943	6.63709e-05
S4_124868917	4	124868917	6.742981e-05
S10_100014446	10	100014446	6.748176e-05
S7_104915158	7	104915158	6.852521e-05
S1_4669559	1	4669559	6.93436e-05
S2_184712961	2	184712961	7.058354e-05
S10_143509944	10	143509944	7.059279e-05
S9_149325391	9	149325391	7.139947e-05
S8_21186629	8	21186629	7.140436e-05
S10_150699915	10	150699915	7.18153e-05
S4_182623566	4	182623566	7.206856e-05
S2_57497963	2	57497963	7.223144e-05
S4_179140434	4	179140434	7.232806e-05
S10_92045398	10	92045398	7.236824e-05
S2_215830913	2	215830913	7.276604e-05
S2_214084017	2	214084017	7.408756e-05
S4_154052147	4	154052147	7.694877e-05
S3_188666794	3	188666794	7.864188e-05
S9_5299650	9	5299650	7.868901e-05
S6_45930161	6	45930161	7.90652e-05
S2_5575927	2	5575927	8.076883e-05
S4_176030791	4	176030791	8.110076e-05
S2_198353945	2	198353945	8.130146e-05
S8_168895808	8	168895808	8.323051e-05
S3_41666062	3	41666062	8.376647e-05
S8_12256211	8	12256211	8.383258e-05
S4_185839962	4	185839962	8.746748e-05
S10_134434615	10	134434615	8.815862e-05
S4_183748702	4	183748702	8.888012e-05
S10_146672993	10	146672993	9.09068e-05
S7_171472179	7	171472179	9.19277e-05
S9_101046663	9	101046663	9.494486e-05
S6_46828872	6	46828872	9.675437e-05
S3_189202497	3	189202497	0.0001016941
S4_180199960	4	180199960	0.0001028581
S6_15103029	6	15103029	0.0001041945
S6_169753061	6	169753061	0.0001053034
S1_116875008	1	116875008	0.0001054269
S2_235660256	2	235660256	0.0001058931
S5_14251284	5	14251284	0.0001063221
S4_180053923	4	180053923	0.0001063679
S5_26502671	5	26502671	0.0001066597
S4_172128241	4	172128241	0.0001067204
S8_17304054	8	17304054	0.0001077282
S1_72217266	1	72217266	0.0001090325
S4_208126653	4	208126653	0.0001091276
S4_175332816	4	175332816	0.0001103545
S10_87277733	10	87277733	0.0001108865
S5_173762905	5	173762905	0.0001111095
S7_179729120	7	179729120	0.00011246
S1_192266910	1	192266910	0.0001133824
S5_104736188	5	104736188	0.0001149002
S8_168895809	8	168895809	0.0001155395
S7_116852599	7	116852599	0.0001188142
S9_5299643	9	5299643	0.0001191335
S3_111783923	3	111783923	0.0001191359
S8_15556889	8	15556889	0.000119747
S4_28369118	4	28369118	0.0001202549
S9_95150226	9	95150226	0.0001204309
S3_214459475	3	214459475	0.0001204499
S2_22116955	2	22116955	0.0001205599
S1_292325389	1	292325389	0.00012095
S4_181698581	4	181698581	0.0001210103
S7_174506072	7	174506072	0.0001210682
S3_10507841	3	10507841	0.0001214103
S6_174720131	6	174720131	0.0001220971
S9_112082960	9	112082960	0.0001223374
S9_131871771	9	131871771	0.0001223413
S1_241207968	1	241207968	0.0001224327
S4_180053918	4	180053918	0.0001231217
S4_185595860	4	185595860	0.0001233548
S1_4489530	1	4489530	0.0001239948
S4_178885798	4	178885798	0.0001252842
S2_191652133	2	191652133	0.0001256994
S2_129082101	2	129082101	0.0001259716
S1_242408991	1	242408991	0.0001261768
S1_304526683	1	304526683	0.000129209
S10_92016366	10	92016366	0.0001322401
S10_9428680	10	9428680	0.0001333781
S9_102448295	9	102448295	0.0001337183
S7_171067273	7	171067273	0.0001337318
S2_214083992	2	214083992	0.0001345156
S5_136933887	5	136933887	0.0001345214
