rs	chr	ps	p_wald
S6_14478935	6	14478935	3.398329e-09
S1_47398034	1	47398034	3.53734e-08
S2_30005156	2	30005156	2.491345e-07
S1_47411484	1	47411484	7.6701e-07
S1_47411486	1	47411486	7.6701e-07
S1_47411487	1	47411487	7.6701e-07
S5_61614098	5	61614098	8.527623e-07
S1_3489387	1	3489387	2.429742e-06
S1_40832979	1	40832979	2.976668e-06
S1_41066216	1	41066216	5.102017e-06
S2_36270633	2	36270633	5.500221e-06
S2_36270639	2	36270639	5.500221e-06
S2_36270832	2	36270832	5.500221e-06
S7_53555902	7	53555902	5.931253e-06
S1_41128560	1	41128560	6.015598e-06
S10_54788929	10	54788929	6.636912e-06
S8_43142696	8	43142696	7.366742e-06
S1_41370348	1	41370348	8.90035e-06
S2_69976145	2	69976145	9.330809e-06
S1_40832997	1	40832997	1.400993e-05
S2_37759982	2	37759982	1.761193e-05
S1_28217400	1	28217400	2.493986e-05
S10_15724392	10	15724392	3.81e-05
S4_10222042	4	10222042	3.84577e-05
S1_47410929	1	47410929	3.998403e-05
S3_73040356	3	73040356	4.176876e-05
S3_69865029	3	69865029	4.207442e-05
S1_47696923	1	47696923	4.367542e-05
S6_55915641	6	55915641	5.350834e-05
S2_69968394	2	69968394	5.43453e-05
S6_56483441	6	56483441	7.793544e-05
S2_40741369	2	40741369	8.676335e-05
S2_70088283	2	70088283	9.0384e-05
S2_41466980	2	41466980	0.0001012888
S3_72537663	3	72537663	0.000107824
S9_51549212	9	51549212	0.0001183276
S1_38812991	1	38812991	0.0001317294
S1_42275041	1	42275041	0.0001651557
S1_49648795	1	49648795	0.0001738594
S9_850266	9	850266	0.0001756971
S5_11864246	5	11864246	0.0001802535
S10_50731768	10	50731768	0.0001826444
S1_43063572	1	43063572	0.0002028879
S7_48845888	7	48845888	0.0002101796
S1_1904843	1	1904843	0.0002211637
S9_58247504	9	58247504	0.0002211864
S1_40519025	1	40519025	0.0002379599
S2_70568815	2	70568815	0.0002398455
S7_35895561	7	35895561	0.0002480139
S1_17662303	1	17662303	0.0002574708
S3_3143413	3	3143413	0.000260413
S9_58464006	9	58464006	0.0002624364
S9_19127685	9	19127685	0.0002678937
S7_1812927	7	1812927	0.0002690075
S5_1579470	5	1579470	0.0002809469
S7_35286461	7	35286461	0.0002838213
S1_67114674	1	67114674	0.000285058
S1_19694047	1	19694047	0.0002903776
S2_9509905	2	9509905	0.0002948498
S10_55565477	10	55565477	0.0002977361
S1_42441686	1	42441686	0.0002993358
S1_17470358	1	17470358	0.0003040854
S1_47397766	1	47397766	0.0003107668
S9_58247053	9	58247053	0.0003183434
S1_25482545	1	25482545	0.0003211904
S1_40754140	1	40754140	0.0003224463
S1_40820280	1	40820280	0.0003308609
S1_2361870	1	2361870	0.0003332172
S1_2361876	1	2361876	0.0003332172
S10_51671388	10	51671388	0.0003435478
S7_49122121	7	49122121	0.0003487185
S1_49648796	1	49648796	0.0003498393
S1_49648797	1	49648797	0.0003498393
S1_49648798	1	49648798	0.0003498393
S1_49648817	1	49648817	0.0003498393
S1_47382285	1	47382285	0.0003530871
S4_55432433	4	55432433	0.0003623607
