rs	chr	ps	p_wald
chr5H:493533856\C,\T	chr5H	493533856	8.848327e-08
chr7H:197917173\G,\A	chr7H	197917173	1.77702e-07
chr7H:211390099\A,\T	chr7H	211390099	1.805221e-07
chr2H:23762474\C,\T	chr2H	23762474	1.957822e-07
chr2H:23762522\C,\T	chr2H	23762522	1.957822e-07
chr5H:519051921\T,\C	chr5H	519051921	6.046741e-07
chr2H:23762640\A,\G	chr2H	23762640	7.310916e-07
chr5H:493474149\G,\C	chr5H	493474149	9.400728e-07
chr6H:346422204\G,\A	chr6H	346422204	9.920043e-07
chr3H:137294483\C,\T	chr3H	137294483	1.132664e-06
chr7H:211390125\G,\A	chr7H	211390125	1.175637e-06
chr5H:493424333\C,\G	chr5H	493424333	2.045156e-06
chr5H:493424309\A,\G	chr5H	493424309	2.112528e-06
chr5H:493466072\T,\C	chr5H	493466072	2.264395e-06
chr6H:37732251\C,\G	chr6H	37732251	2.342867e-06
chr5H:334600021\A,\C	chr5H	334600021	2.62418e-06
chr6H:203908967\A,\G	chr6H	203908967	2.747145e-06
chr5H:493424338\T,\C	chr5H	493424338	2.761106e-06
chr3H:384036717\C,\T	chr3H	384036717	2.782621e-06
chr3H:589597315\A,\G	chr3H	589597315	3.390387e-06
chr3H:383927054\G,\A	chr3H	383927054	3.419515e-06
chr4H:295427451\G,\A	chr4H	295427451	3.566263e-06
chr2H:499029010\T,\G	chr2H	499029010	3.681594e-06
chr2H:499029039\G,\A	chr2H	499029039	3.681594e-06
chr2H:499029040\T,\A	chr2H	499029040	3.742983e-06
chr1H:166421970\A,\G	chr1H	166421970	3.788547e-06
chr6H:85610068\A,\G	chr6H	85610068	3.880037e-06
chr3H:552873069\A,\G	chr3H	552873069	3.922788e-06
chr2H:499029023\G,\A	chr2H	499029023	3.99269e-06
chr6H:543482789\C,\T	chr6H	543482789	4.448604e-06
chr2H:499028975\G,\A	chr2H	499028975	4.593069e-06
chr5H:519045480\G,\A	chr5H	519045480	5.081736e-06
chr1H:8432453\A,\T	chr1H	8432453	5.430736e-06
chr7H:172304342\T,\C	chr7H	172304342	5.435669e-06
chr3H:552957641\T,\C	chr3H	552957641	5.439874e-06
chr2H:499029008\C,\G	chr2H	499029008	5.490681e-06
chr2H:398126490\T,\A	chr2H	398126490	5.679553e-06
chr6H:346586569\C,\A	chr6H	346586569	6.210408e-06
chr5H:575985070\G,\C	chr5H	575985070	6.340588e-06
chr6H:346409041\G,\A	chr6H	346409041	6.378986e-06
chr6H:36381728\C,\T	chr6H	36381728	6.587052e-06
chr6H:37761443\G,\A	chr6H	37761443	6.619817e-06
chr5H:493600478\C,\T	chr5H	493600478	8.167977e-06
chr2H:655028922\C,\T	chr2H	655028922	8.452018e-06
chr5H:334592938\T,\C	chr5H	334592938	8.768342e-06
chr1H:8401035\A,\G	chr1H	8401035	8.769881e-06
chr3H:552957463\G,\A	chr3H	552957463	9.066207e-06
chr3H:407415195\A,\G	chr3H	407415195	9.233125e-06
chr5H:443895303\G,\T	chr5H	443895303	9.713549e-06
chr5H:28081328\G,\A	chr5H	28081328	1.021282e-05
chr4H:6707152\T,\C	chr4H	6707152	1.034438e-05
chr1H:8400965\C,\T	chr1H	8400965	1.078357e-05
chr1H:8401018\G,\A	chr1H	8401018	1.078357e-05
chr4H:3056198\C,\T	chr4H	3056198	1.154846e-05
chr4H:202725594\C,\T	chr4H	202725594	1.265665e-05
chr7H:261462028\A,\G	chr7H	261462028	1.26829e-05
chr5H:162847687\T,\C	chr5H	162847687	1.302358e-05
chr2H:655028890\G,\A	chr2H	655028890	1.378133e-05
chr5H:443895235\C,\T	chr5H	443895235	1.406735e-05
chr5H:334592883\A,\G	chr5H	334592883	1.556236e-05
chr7H:31340446\G,\A	chr7H	31340446	1.579142e-05
chr5H:63689507\G,\A	chr5H	63689507	1.628762e-05
chr2H:2918004\C,\T	chr2H	2918004	1.647379e-05
chr5H:493573169\A,\G	chr5H	493573169	1.758263e-05
chr2H:231214936\C,\G	chr2H	231214936	1.764335e-05
chr2H:23838417\T,\A	chr2H	23838417	1.768374e-05
chr3H:197316392\A,\C	chr3H	197316392	1.839319e-05
chr2H:154251323\C,\T	chr2H	154251323	1.872297e-05
chr1H:448914031\G,\A	chr1H	448914031	1.877404e-05
chr2H:11537889\G,\C	chr2H	11537889	1.902281e-05
chr3H:621491589\G,\A	chr3H	621491589	1.932704e-05
chr2H:655028887\G,\A	chr2H	655028887	1.935277e-05
chr1H:180305247\A,\G	chr1H	180305247	1.944606e-05
chr5H:493592652\A,\T	chr5H	493592652	1.951738e-05
chr5H:494595928\T,\C	chr5H	494595928	1.956432e-05
chr7H:263257841\C,\T	chr7H	263257841	1.964224e-05
chr7H:263257846\G,\A	chr7H	263257846	1.964224e-05
chr3H:407415154\T,\C	chr3H	407415154	2.037075e-05
chr2H:24431538\C,\T	chr2H	24431538	2.079162e-05
chr2H:195317490\G,\C	chr2H	195317490	2.085489e-05
chr6H:346567528\A,\T	chr6H	346567528	2.161562e-05
chr6H:36381753\C,\T	chr6H	36381753	2.202681e-05
chr3H:227690462\T,\C	chr3H	227690462	2.237108e-05
chr7H:32278581\T,\C	chr7H	32278581	2.249787e-05
chr5H:494684053\G,\A	chr5H	494684053	2.290027e-05
chr5H:532227650\C,\A	chr5H	532227650	2.310745e-05
chr5H:7576071\G,\C	chr5H	7576071	2.403898e-05
chr1H:450120986\G,\A	chr1H	450120986	2.426232e-05
chr6H:268993631\C,\T	chr6H	268993631	2.533532e-05
chr5H:507052961\A,\G	chr5H	507052961	2.711328e-05
chr6H:36381702\G,\A	chr6H	36381702	2.864206e-05
chr3H:263579559\A,\T	chr3H	263579559	2.903099e-05
chr6H:346516043\G,\A	chr6H	346516043	2.968913e-05
chr5H:63877717\C,\T	chr5H	63877717	2.998228e-05
chr2H:24431537\G,\C	chr2H	24431537	3.063155e-05
chr7H:57496706\G,\A	chr7H	57496706	3.064907e-05
