rs	chr	ps	p_wald
S2_4694729	2	4694729	2.917913e-07
S9_151742636	9	151742636	3.71125e-07
S2_4694732	2	4694732	1.159882e-06
S3_164769722	3	164769722	3.502354e-06
S5_214493816	5	214493816	3.580054e-06
S9_151737489	9	151737489	3.932684e-06
S3_164769724	3	164769724	5.55349e-06
S9_151737483	9	151737483	5.605169e-06
S3_164769772	3	164769772	6.007105e-06
S5_7550509	5	7550509	8.344842e-06
S7_152985015	7	152985015	9.775324e-06
S6_92284437	6	92284437	9.839439e-06
S4_182167434	4	182167434	9.994364e-06
S1_191624409	1	191624409	1.036389e-05
S8_82466177	8	82466177	1.063701e-05
S7_184555567	7	184555567	1.105272e-05
S1_123128245	1	123128245	1.239792e-05
S4_206042670	4	206042670	1.601171e-05
S4_206042673	4	206042673	1.601171e-05
S4_206042676	4	206042676	1.601171e-05
S4_206042681	4	206042681	1.601171e-05
S6_47244022	6	47244022	2.038992e-05
S10_11188971	10	11188971	2.449763e-05
S7_163142232	7	163142232	2.573387e-05
S5_71978482	5	71978482	2.680588e-05
S3_4410178	3	4410178	2.912351e-05
S5_8532029	5	8532029	3.031827e-05
S6_145466298	6	145466298	3.048913e-05
S4_206042666	4	206042666	3.054815e-05
S4_206042672	4	206042672	3.054815e-05
S4_206042674	4	206042674	3.054815e-05
S4_206042683	4	206042683	3.054815e-05
S10_88965944	10	88965944	3.13248e-05
S7_152985723	7	152985723	3.304622e-05
S3_4410179	3	4410179	3.337891e-05
S3_156989750	3	156989750	3.479436e-05
S1_223953610	1	223953610	3.566547e-05
S7_181045565	7	181045565	3.666466e-05
S2_215426555	2	215426555	3.836361e-05
S8_125056112	8	125056112	3.88498e-05
S1_177009567	1	177009567	4.020747e-05
S7_35941545	7	35941545	4.076521e-05
S4_174316376	4	174316376	4.109257e-05
S1_276541890	1	276541890	4.299073e-05
S5_173597839	5	173597839	4.715385e-05
S6_165374234	6	165374234	4.76644e-05
S5_50330273	5	50330273	4.839591e-05
S1_86070182	1	86070182	4.896877e-05
S7_163586806	7	163586806	4.92302e-05
S5_58607671	5	58607671	5.033727e-05
S1_286290082	1	286290082	5.132929e-05
S1_286290073	1	286290073	5.140983e-05
S2_170341600	2	170341600	5.14943e-05
S3_4410180	3	4410180	5.205187e-05
S10_10536028	10	10536028	5.409208e-05
S7_163142227	7	163142227	5.419964e-05
S1_286290072	1	286290072	5.619104e-05
S4_182167429	4	182167429	6.57116e-05
S9_151983481	9	151983481	6.890468e-05
