rs	chr	ps	p_wald
chr5H:547637152\T,\A	chr5H	547637152	1.192355e-08
chr5H:547637154\A,\T	chr5H	547637154	1.192355e-08
chr3H:552957463\G,\A	chr3H	552957463	4.587064e-08
chr5H:519045480\G,\A	chr5H	519045480	8.385715e-08
chr5H:547635684\C,\T	chr5H	547635684	1.089696e-07
chr7H:41948027\T,\C	chr7H	41948027	1.558506e-07
chr2H:509373339\G,\A	chr2H	509373339	3.47574e-07
chr5H:547637187\A,\G	chr5H	547637187	4.051892e-07
chr1H:59191156\C,\T	chr1H	59191156	5.216673e-07
chr1H:107413582\G,\C	chr1H	107413582	5.797229e-07
chr4H:295427451\G,\A	chr4H	295427451	6.76402e-07
chr5H:547637195\G,\A	chr5H	547637195	7.53645e-07
chr5H:547642616\G,\A	chr5H	547642616	9.10751e-07
chr7H:41947980\C,\A	chr7H	41947980	1.010303e-06
chr7H:41948032\G,\A	chr7H	41948032	1.010303e-06
chr1H:510087740\G,\C	chr1H	510087740	1.318199e-06
chr7H:41947963\C,\G	chr7H	41947963	1.318797e-06
chr5H:547635622\C,\T	chr5H	547635622	1.35326e-06
chr4H:16502826\C,\G	chr4H	16502826	1.66529e-06
chr7H:599766450\G,\A	chr7H	599766450	1.666765e-06
chr4H:538611066\T,\C	chr4H	538611066	1.759133e-06
chr3H:7038723\C,\T	chr3H	7038723	1.894467e-06
chr5H:519051921\T,\C	chr5H	519051921	1.916866e-06
chr2H:613224018\C,\T	chr2H	613224018	2.031738e-06
chr3H:62112697\C,\A	chr3H	62112697	2.574811e-06
chr2H:511579728\A,\G	chr2H	511579728	2.971146e-06
chr3H:552873069\A,\G	chr3H	552873069	4.231404e-06
chr5H:509076914\T,\C	chr5H	509076914	4.539672e-06
chr2H:511579745\C,\T	chr2H	511579745	4.56303e-06
chr5H:38325888\T,\C	chr5H	38325888	4.600058e-06
chr4H:92873168\C,\A	chr4H	92873168	4.977099e-06
chr6H:537420596\G,\A	chr6H	537420596	4.978258e-06
chr4H:13291334\G,\A	chr4H	13291334	5.230934e-06
chr7H:99439920\G,\A	chr7H	99439920	5.555742e-06
chr5H:126256344\T,\A	chr5H	126256344	5.662612e-06
chr7H:138620670\G,\T	chr7H	138620670	5.681818e-06
chr4H:92873215\G,\T	chr4H	92873215	5.885465e-06
chr3H:600983340\A,\G	chr3H	600983340	5.885741e-06
chr4H:13050722\G,\A	chr4H	13050722	6.070097e-06
chr4H:264660930\A,\C	chr4H	264660930	6.329756e-06
chr3H:569431620\A,\G	chr3H	569431620	7.025857e-06
chr3H:552957641\T,\C	chr3H	552957641	7.054135e-06
chr5H:562867278\C,\T	chr5H	562867278	7.157395e-06
chr5H:562867279\A,\G	chr5H	562867279	7.157395e-06
chr5H:562867306\C,\G	chr5H	562867306	7.157395e-06
chr4H:583480704\C,\T	chr4H	583480704	7.851117e-06
chr5H:509076839\C,\T	chr5H	509076839	8.012956e-06
chr4H:16502844\A,\G	chr4H	16502844	8.503676e-06
chr7H:345639438\C,\T	chr7H	345639438	8.683882e-06
chr3H:616496688\C,\G	chr3H	616496688	8.761426e-06
chr5H:330013257\G,\A	chr5H	330013257	9.106706e-06
chr5H:330013292\C,\T	chr5H	330013292	9.106706e-06
chr5H:547635647\C,\T	chr5H	547635647	9.986601e-06
chr7H:31270916\A,\C	chr7H	31270916	9.992556e-06
chr5H:14470303\C,\T	chr5H	14470303	1.017828e-05
chr1H:348687839\G,\A	chr1H	348687839	1.062568e-05
chr2H:613224002\C,\A	chr2H	613224002	1.074655e-05
chr1H:11847837\C,\T	chr1H	11847837	1.075509e-05
chr7H:184350650\A,\T	chr7H	184350650	1.162724e-05
chr4H:598569856\A,\C	chr4H	598569856	1.211883e-05
chr7H:615989796\G,\A	chr7H	615989796	1.240478e-05
chr5H:574071210\A,\G	chr5H	574071210	1.250463e-05
chr3H:552943332\C,\A	chr3H	552943332	1.273643e-05
chr5H:547635802\C,\G	chr5H	547635802	1.29157e-05
chr5H:567592557\A,\G	chr5H	567592557	1.302919e-05
chr1H:291181666\C,\A	chr1H	291181666	1.304686e-05
chr2H:207403678\A,\C	chr2H	207403678	1.391569e-05
chr7H:286642652\G,\A	chr7H	286642652	1.404285e-05
chr4H:13291332\G,\A	chr4H	13291332	1.442337e-05
chr1H:476742221\G,\A	chr1H	476742221	1.44342e-05
chr4H:3056198\C,\T	chr4H	3056198	1.472301e-05
chr4H:13291317\T,\C	chr4H	13291317	1.481291e-05
