rs	chr	ps	p_wald
chr1H:506552516\C,\T	chr1H	506552516	1.017523e-08
chr1H:506552546\A,\G	chr1H	506552546	1.017523e-08
chr3H:26796933\G,\A	chr3H	26796933	1.677667e-08
chr7H:55214687\G,\A	chr7H	55214687	3.50694e-08
chr1H:8938031\C,\T	chr1H	8938031	3.962393e-07
chr7H:59421035\A,\T	chr7H	59421035	4.789779e-07
chr7H:59421047\C,\T	chr7H	59421047	4.789779e-07
chr7H:59416899\G,\T	chr7H	59416899	1.004113e-06
chr7H:59416954\C,\A	chr7H	59416954	1.004113e-06
chr7H:59416972\C,\T	chr7H	59416972	1.004113e-06
chr1H:25042089\G,\T	chr1H	25042089	1.136319e-06
chr5H:334592876\A,\G	chr5H	334592876	1.282565e-06
chr5H:334592903\T,\C	chr5H	334592903	1.282565e-06
chr5H:334595876\C,\T	chr5H	334595876	1.282565e-06
chr5H:171965109\T,\C	chr5H	171965109	1.355417e-06
chr2H:26182444\A,\T	chr2H	26182444	1.711952e-06
chr5H:566662654\C,\T	chr5H	566662654	2.06093e-06
chr4H:545044325\A,\G	chr4H	545044325	2.077715e-06
chr5H:334592963\T,\C	chr5H	334592963	2.140165e-06
chr1H:506831599\G,\A	chr1H	506831599	2.228152e-06
chr7H:437296797\G,\A	chr7H	437296797	2.3271e-06
chr2H:331411931\C,\T	chr2H	331411931	2.404577e-06
chr7H:59420972\G,\C	chr7H	59420972	2.479118e-06
chr3H:215713811\G,\T	chr3H	215713811	2.529139e-06
chr7H:55215889\C,\A	chr7H	55215889	2.598671e-06
chr5H:334592883\A,\G	chr5H	334592883	3.072122e-06
chr6H:30588392\G,\C	chr6H	30588392	3.306289e-06
chr7H:52121743\G,\C	chr7H	52121743	3.546419e-06
chr2H:633228389\G,\T	chr2H	633228389	3.704277e-06
chr7H:59417547\C,\G	chr7H	59417547	3.765743e-06
chr7H:51687786\T,\C	chr7H	51687786	3.812656e-06
chr1H:25042007\G,\A	chr1H	25042007	4.227219e-06
chr5H:169112781\T,\C	chr5H	169112781	4.376041e-06
chr6H:25952291\A,\C	chr6H	25952291	4.856697e-06
chr5H:334600021\A,\C	chr5H	334600021	5.264998e-06
chr7H:437296788\C,\T	chr7H	437296788	6.597096e-06
chr5H:548609707\T,\G	chr5H	548609707	6.718024e-06
chr5H:334592938\T,\C	chr5H	334592938	7.170916e-06
chr3H:547541878\C,\G	chr3H	547541878	7.951227e-06
chr5H:171965204\A,\G	chr5H	171965204	7.991065e-06
chr7H:51390820\A,\G	chr7H	51390820	8.396313e-06
chr7H:530087345\G,\A	chr7H	530087345	1.056531e-05
chr1H:359284409\A,\G	chr1H	359284409	1.232358e-05
chr7H:51390872\G,\A	chr7H	51390872	1.290602e-05
chr7H:52122241\T,\C	chr7H	52122241	1.366387e-05
chr7H:55243463\C,\T	chr7H	55243463	1.394692e-05
chr7H:55243473\C,\T	chr7H	55243473	1.394692e-05
chr7H:51595762\A,\G	chr7H	51595762	1.436108e-05
chr5H:416541826\G,\A	chr5H	416541826	1.539488e-05
chr7H:546413830\G,\A	chr7H	546413830	1.545972e-05
chr2H:41981056\G,\T	chr2H	41981056	1.668103e-05
chr6H:387089135\G,\A	chr6H	387089135	1.6839e-05
chr1H:9397691\G,\A	chr1H	9397691	1.722066e-05
chr5H:169112753\A,\G	chr5H	169112753	1.845782e-05
chr6H:384990907\C,\A	chr6H	384990907	1.990106e-05
chr3H:223058121\G,\A	chr3H	223058121	2.155072e-05
chr2H:9273049\T,\C	chr2H	9273049	2.331509e-05
chr7H:51681179\A,\T	chr7H	51681179	2.332233e-05
chr7H:51681196\C,\T	chr7H	51681196	2.332233e-05
chr7H:51681197\C,\T	chr7H	51681197	2.332233e-05
