Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
131670at33090	Zm00001eb252060;Zm00001eb292770	Zm00001eb252060:0.00379272;Zm00001eb292770:0.00221746	SORBI_3005G047300	SORBI_3005G047300:0.00186781	LOC_Os04g06879	LOC_Os04g06879:7.78921e-06	HORVU.MOREX.r3.1HG0075890	HORVU.MOREX.r3.1HG0075890:0.00128758	AT1G25280;AT1G53320;AT2G47900;AT3G06380	AT1G25280:0.0037102;AT1G53320:0.001051;AT2G47900:5.37207e-05;AT3G06380:0.00198575	5
158457at33090	Zm00001eb277700;Zm00001eb401400	Zm00001eb277700:0.0015233;Zm00001eb401400:0.00223101	SORBI_3009G003800	SORBI_3009G003800:0.00071865	LOC_Os01g07500;LOC_Os08g05250	LOC_Os01g07500:0.000369331;LOC_Os08g05250:0.000128997	HORVU.MOREX.r3.1HG0002320;HORVU.MOREX.r3.5HG0471130	HORVU.MOREX.r3.1HG0002320:0.0023764;HORVU.MOREX.r3.5HG0471130:0.00170652	AT1G06400;AT1G07410;AT1G09630;AT1G16920;AT2G31680;AT2G43130;AT3G12160;AT3G15060;AT3G46830;AT4G18430;AT4G18800;AT5G45750;AT5G47960;AT5G60860	AT1G06400:0.000248598;AT1G07410:8.79527e-05;AT1G09630:7.85376e-05;AT1G16920:0.000249519;AT2G31680:0.00259677;AT2G43130:0.00312162;AT3G12160:0.000599742;AT3G15060:0.00331068;AT3G46830:0.000811308;AT4G18430:0.0032707;AT4G18800:0.00342526;AT5G45750:0.00232341;AT5G47960:0.000950732;AT5G60860:0.00230885	5
179088at33090	Zm00001eb195100;Zm00001eb254960;Zm00001eb368580;Zm00001eb384970	Zm00001eb195100:0.000782649;Zm00001eb254960:0.000585564;Zm00001eb368580:0.000732076;Zm00001eb384970:0.00200541	SORBI_3003G341500	SORBI_3003G341500:0.00223151	LOC_Os07g01010	LOC_Os07g01010:0.00105074	HORVU.MOREX.r3.5HG0465270;HORVU.MOREX.r3.7HG0667290	HORVU.MOREX.r3.5HG0465270:0.00205329;HORVU.MOREX.r3.7HG0667290:0.00262726	AT2G30210;AT2G38080;AT3G09220;AT4G39830;AT5G03260;AT5G60020	AT2G30210:0.00184324;AT2G38080:0.00281382;AT3G09220:0.00131138;AT4G39830:6.81594e-05;AT5G03260:0.00103224;AT5G60020:1.1685e-05	5
220610at3193	Zm00001eb195100;Zm00001eb254960;Zm00001eb368580	Zm00001eb195100:0.000782649;Zm00001eb254960:0.000585564;Zm00001eb368580:0.000732076	SORBI_3003G341500	SORBI_3003G341500:0.00223151	LOC_Os07g01010	LOC_Os07g01010:0.00105074	HORVU.MOREX.r3.5HG0465270;HORVU.MOREX.r3.7HG0667290	HORVU.MOREX.r3.5HG0465270:0.00205329;HORVU.MOREX.r3.7HG0667290:0.00262726	AT2G30210;AT2G38080;AT3G09220;AT5G03260;AT5G60020	AT2G30210:0.00184324;AT2G38080:0.00281382;AT3G09220:0.00131138;AT5G03260:0.00103224;AT5G60020:1.1685e-05	5
2225058at2759	Zm00001eb205090	Zm00001eb205090:0.00042342	SORBI_3003G198900;SORBI_3005G007900	SORBI_3003G198900:0.000485792;SORBI_3005G007900:0.00181202	LOC_Os11g01090;LOC_Os11g04174	LOC_Os11g01090:0.000646938;LOC_Os11g04174:0.000613432	HORVU.MOREX.r3.1HG0061140;HORVU.MOREX.r3.2HG0159620	HORVU.MOREX.r3.1HG0061140:0.00108306;HORVU.MOREX.r3.2HG0159620:0.00130608	AT1G79630;AT3G02750;AT3G16800;AT5G36250	AT1G79630:0.00184948;AT3G02750:0.000679742;AT3G16800:0.00155237;AT5G36250:0.000975059	5
35153at2759	Zm00001eb277700;Zm00001eb401400	Zm00001eb277700:0.0015233;Zm00001eb401400:0.00223101	SORBI_3009G003800	SORBI_3009G003800:0.00071865	LOC_Os01g07500;LOC_Os08g05250	LOC_Os01g07500:0.000369331;LOC_Os08g05250:0.000128997	HORVU.MOREX.r3.1HG0002320;HORVU.MOREX.r3.5HG0471130	HORVU.MOREX.r3.1HG0002320:0.0023764;HORVU.MOREX.r3.5HG0471130:0.00170652	AT1G01200;AT1G06400;AT1G07410;AT1G09630;AT1G16920;AT2G31680;AT2G43130;AT3G12160;AT3G15060;AT3G46830;AT4G18430;AT4G18800;AT5G45750;AT5G47960;AT5G60860	AT1G01200:0.00213387;AT1G06400:0.000248598;AT1G07410:8.79527e-05;AT1G09630:7.85376e-05;AT1G16920:0.000249519;AT2G31680:0.00259677;AT2G43130:0.00312162;AT3G12160:0.000599742;AT3G15060:0.00331068;AT3G46830:0.000811308;AT4G18430:0.0032707;AT4G18800:0.00342526;AT5G45750:0.00232341;AT5G47960:0.000950732;AT5G60860:0.00230885	5
381908at2759	Zm00001eb038610;Zm00001eb065120;Zm00001eb275510;Zm00001eb368570	Zm00001eb038610:0.00338522;Zm00001eb065120:0.00475729;Zm00001eb275510:0.00463821;Zm00001eb368570:0.000732076	SORBI_3003G341900	SORBI_3003G341900:0.00223151	LOC_Os02g01100	LOC_Os02g01100:0.00118292	HORVU.MOREX.r3.2HG0198640;HORVU.MOREX.r3.6HG0539180;HORVU.MOREX.r3.7HG0650710;HORVU.MOREX.r3.7HG0650790	HORVU.MOREX.r3.2HG0198640:0.000192225;HORVU.MOREX.r3.6HG0539180:0.00242118;HORVU.MOREX.r3.7HG0650710:1.07864e-05;HORVU.MOREX.r3.7HG0650790:1.07864e-05	AT1G75880;AT1G75910;AT2G04570;AT2G30310;AT2G31540;AT2G42990;AT4G28780;AT5G33370;AT5G63170	AT1G75880:0.00233647;AT1G75910:0.00233647;AT2G04570:0.00127243;AT2G30310:0.00184324;AT2G31540:0.000322533;AT2G42990:0.00125898;AT4G28780:0.0014042;AT5G33370:0.000366612;AT5G63170:0.00207963	5
4382965at2759	Zm00001eb252060;Zm00001eb292770	Zm00001eb252060:0.00379272;Zm00001eb292770:0.00221746	SORBI_3005G047300	SORBI_3005G047300:0.00186781	LOC_Os04g06879	LOC_Os04g06879:7.78921e-06	HORVU.MOREX.r3.1HG0075890	HORVU.MOREX.r3.1HG0075890:0.00128758	AT1G25280;AT1G53320;AT2G47900;AT3G06380	AT1G25280:0.0037102;AT1G53320:0.001051;AT2G47900:5.37207e-05;AT3G06380:0.00198575	5
4495752at2759	Zm00001eb195100;Zm00001eb254960;Zm00001eb368580;Zm00001eb384970	Zm00001eb195100:0.000782649;Zm00001eb254960:0.000585564;Zm00001eb368580:0.000732076;Zm00001eb384970:0.00200541	SORBI_3003G341500	SORBI_3003G341500:0.00223151	LOC_Os07g01010	LOC_Os07g01010:0.00105074	HORVU.MOREX.r3.5HG0465270;HORVU.MOREX.r3.7HG0667290	HORVU.MOREX.r3.5HG0465270:0.00205329;HORVU.MOREX.r3.7HG0667290:0.00262726	AT2G30210;AT2G38080;AT3G09220;AT4G39830;AT5G03260;AT5G60020	AT2G30210:0.00184324;AT2G38080:0.00281382;AT3G09220:0.00131138;AT4G39830:6.81594e-05;AT5G03260:0.00103224;AT5G60020:1.1685e-05	5
5006558at2759	Zm00001eb189920	Zm00001eb189920:0.00167118	SORBI_3004G250900	SORBI_3004G250900:0.0010428	LOC_Os02g07300	LOC_Os02g07300:0.00104872	HORVU.MOREX.r3.3HG0308840;HORVU.MOREX.r3.5HG0480430	HORVU.MOREX.r3.3HG0308840:0.00154422;HORVU.MOREX.r3.5HG0480430:0.00200905	AT1G54100;AT3G24503	AT1G54100:0.000520124;AT3G24503:0.000180322	5
