Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
164184at3193,4,Zm00001eb058860,Zm00001eb058860:0.00183992,SORBI_3003G308100;SORBI_3007G090600,SORBI_3003G308100:3.68315e-05;SORBI_3007G090600:2.00221e-06,NA,NA,HORVU.MOREX.r3.1HG0077960;HORVU.MOREX.r3.5HG0513440,HORVU.MOREX.r3.1HG0077960:0.00160413;HORVU.MOREX.r3.5HG0513440:0.000326108,AT3G07330;AT4G07960,AT3G07330:0.000908193;AT4G07960:0.00257083
164184at33090,4,Zm00001eb058860,Zm00001eb058860:0.00183992,SORBI_3003G308100;SORBI_3007G090600,SORBI_3003G308100:3.68315e-05;SORBI_3007G090600:2.00221e-06,NA,NA,HORVU.MOREX.r3.1HG0077960;HORVU.MOREX.r3.5HG0513440,HORVU.MOREX.r3.1HG0077960:0.00160413;HORVU.MOREX.r3.5HG0513440:0.000326108,AT3G07330;AT4G07960,AT3G07330:0.000908193;AT4G07960:0.00257083
1873865at2759,4,Zm00001eb419530,Zm00001eb419530:0.00392525,NA,NA,LOC_Os03g08220,LOC_Os03g08220:0.00204256,HORVU.MOREX.r3.1HG0054180,HORVU.MOREX.r3.1HG0054180:0.000197892,AT1G12560,AT1G12560:0.000106801
2042608at2759,4,Zm00001eb211960;Zm00001eb326840,Zm00001eb211960:0.00100959;Zm00001eb326840:0.0039618,SORBI_3002G366200;SORBI_3003G342100;SORBI_3003G342200,SORBI_3002G366200:0.000115398;SORBI_3003G342100:9.25933e-06;SORBI_3003G342200:9.25933e-06,NA,NA,HORVU.MOREX.r3.4HG0412770;HORVU.MOREX.r3.7HG0651280,HORVU.MOREX.r3.4HG0412770:0.00101495;HORVU.MOREX.r3.7HG0651280:0.000124395,AT1G15950;AT4G30470,AT1G15950:0.00195533;AT4G30470:0.000694779
381908at2759,4,Zm00001eb270630,Zm00001eb270630:0.00430354,SORBI_3001G003600;SORBI_3003G341900,SORBI_3001G003600:3.40366e-05;SORBI_3003G341900:9.25933e-06,NA,NA,HORVU.MOREX.r3.2HG0097240;HORVU.MOREX.r3.5HG0468740,HORVU.MOREX.r3.2HG0097240:8.65481e-05;HORVU.MOREX.r3.5HG0468740:0.000685079,AT2G30310;AT2G31540,AT2G30310:0.000484386;AT2G31540:0.00215785
419791at2759,4,Zm00001eb257300;Zm00001eb257310,Zm00001eb257300:0.0043912;Zm00001eb257310:0.0043912,SORBI_3001G333400,SORBI_3001G333400:5.51172e-05,NA,NA,HORVU.MOREX.r3.6HG0622130;HORVU.MOREX.r3.7HG0651300,HORVU.MOREX.r3.6HG0622130:0.000298605;HORVU.MOREX.r3.7HG0651300:0.000124395,AT4G25790,AT4G25790:7.69144e-05
433140at33090,4,Zm00001eb419530,Zm00001eb419530:0.00392525,NA,NA,LOC_Os03g08220,LOC_Os03g08220:0.00204256,HORVU.MOREX.r3.1HG0054180,HORVU.MOREX.r3.1HG0054180:0.000197892,AT1G12560,AT1G12560:0.000106801
471126at2759,4,Zm00001eb058860,Zm00001eb058860:0.00183992,SORBI_3003G308100;SORBI_3007G090600,SORBI_3003G308100:3.68315e-05;SORBI_3007G090600:2.00221e-06,NA,NA,HORVU.MOREX.r3.1HG0077960;HORVU.MOREX.r3.5HG0513440,HORVU.MOREX.r3.1HG0077960:0.00160413;HORVU.MOREX.r3.5HG0513440:0.000326108,AT3G07330;AT4G07960,AT3G07330:0.000908193;AT4G07960:0.00257083
4805980at2759,4,Zm00001eb257750,Zm00001eb257750:0.00313312,SORBI_3008G073700,SORBI_3008G073700:2.78957e-05,NA,NA,HORVU.MOREX.r3.3HG0303660;HORVU.MOREX.r3.4HG0332980;HORVU.MOREX.r3.6HG0623790,HORVU.MOREX.r3.3HG0303660:0.00292857;HORVU.MOREX.r3.4HG0332980:0.00251104;HORVU.MOREX.r3.6HG0623790:0.000420147,AT4G30610;AT4G30810,AT4G30610:0.000113884;AT4G30810:5.07042e-05
4809112at2759,4,Zm00001eb202100,Zm00001eb202100:0.000592079,SORBI_3007G091100,SORBI_3007G091100:3.80207e-08,LOC_Os12g01510,LOC_Os12g01510:0.00198295,HORVU.MOREX.r3.5HG0461970,HORVU.MOREX.r3.5HG0461970:0.00174082,NA,NA
