Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
159147at3193,4,Zm00001eb030420,Zm00001eb030420:0.00366205,SORBI_3003G420500,SORBI_3003G420500:0.00142607,NA,NA,HORVU.MOREX.r3.5HG0492640,HORVU.MOREX.r3.5HG0492640:0.00137982,AT5G57110,AT5G57110:6.81492e-05
168202at33090,4,Zm00001eb073810;Zm00001eb297760;Zm00001eb430920,Zm00001eb073810:0.000551296;Zm00001eb297760:0.00289775;Zm00001eb430920:5.34644e-05,SORBI_3009G003700,SORBI_3009G003700:0.00150383,NA,NA,HORVU.MOREX.r3.7HG0750280,HORVU.MOREX.r3.7HG0750280:0.000398377,AT5G43810,AT5G43810:0.00285681
179088at33090,4,Zm00001eb148270;Zm00001eb384970,Zm00001eb148270:0.00169845;Zm00001eb384970:0.00385041,SORBI_3005G005800,SORBI_3005G005800:0.000750357,NA,NA,HORVU.MOREX.r3.1HG0073500;HORVU.MOREX.r3.3HG0302440,HORVU.MOREX.r3.1HG0073500:0.000976668;HORVU.MOREX.r3.3HG0302440:0.000768285,AT4G39830;AT5G60020,AT4G39830:0.000458561;AT5G60020:0.00285563
220610at3193,4,Zm00001eb148270,Zm00001eb148270:0.00169845,SORBI_3005G005800,SORBI_3005G005800:0.000750357,NA,NA,HORVU.MOREX.r3.1HG0073500;HORVU.MOREX.r3.3HG0302440,HORVU.MOREX.r3.1HG0073500:0.000976668;HORVU.MOREX.r3.3HG0302440:0.000768285,AT5G60020,AT5G60020:0.00285563
2496771at2759,4,Zm00001eb092720;Zm00001eb196930,Zm00001eb092720:0.00364846;Zm00001eb196930:0.00315524,SORBI_3001G358200,SORBI_3001G358200:0.000203508,NA,NA,HORVU.MOREX.r3.6HG0557060,HORVU.MOREX.r3.6HG0557060:0.00141555,AT4G33050,AT4G33050:0.0026406
3402248at2759,4,Zm00001eb073810;Zm00001eb297760;Zm00001eb430920,Zm00001eb073810:0.000551296;Zm00001eb297760:0.00289775;Zm00001eb430920:5.34644e-05,SORBI_3009G003700,SORBI_3009G003700:0.00150383,NA,NA,HORVU.MOREX.r3.7HG0750280,HORVU.MOREX.r3.7HG0750280:0.000398377,AT5G43810,AT5G43810:0.00285681
434009at2759,4,Zm00001eb163690;Zm00001eb405560,Zm00001eb163690:0.0023268;Zm00001eb405560:0.0025034,SORBI_3003G331000,SORBI_3003G331000:0.00039433,LOC_Os11g01280,LOC_Os11g01280:0.000412626,HORVU.MOREX.r3.5HG0425710,HORVU.MOREX.r3.5HG0425710:0.00258768,NA,NA
4495752at2759,4,Zm00001eb148270;Zm00001eb384970,Zm00001eb148270:0.00169845;Zm00001eb384970:0.00385041,SORBI_3005G005800,SORBI_3005G005800:0.000750357,NA,NA,HORVU.MOREX.r3.1HG0073500;HORVU.MOREX.r3.3HG0302440,HORVU.MOREX.r3.1HG0073500:0.000976668;HORVU.MOREX.r3.3HG0302440:0.000768285,AT4G39830;AT5G60020,AT4G39830:0.000458561;AT5G60020:0.00285563
4590808at2759,4,Zm00001eb005530;Zm00001eb070480,Zm00001eb005530:0.000471393;Zm00001eb070480:0.00133031,SORBI_3006G218600,SORBI_3006G218600:0.000796112,NA,NA,HORVU.MOREX.r3.2HG0195300,HORVU.MOREX.r3.2HG0195300:0.00373406,AT1G14330,AT1G14330:0.00137347
4725244at2759,4,Zm00001eb014110,Zm00001eb014110:0.000627737,SORBI_3006G217300,SORBI_3006G217300:9.79558e-06,NA,NA,HORVU.MOREX.r3.2HG0195580,HORVU.MOREX.r3.2HG0195580:2.03174e-06,AT1G12780,AT1G12780:0.0023942
4755763at2759,4,Zm00001eb030420;Zm00001eb051470,Zm00001eb030420:0.00366205;Zm00001eb051470:0.00368272,SORBI_3003G420500,SORBI_3003G420500:0.00142607,NA,NA,HORVU.MOREX.r3.5HG0492640,HORVU.MOREX.r3.5HG0492640:0.00137982,AT5G57110,AT5G57110:6.81492e-05
4999782at2759,4,Zm00001eb125810,Zm00001eb125810:0.00136939,SORBI_3001G240100,SORBI_3001G240100:0.00043818,NA,NA,HORVU.MOREX.r3.4HG0387580,HORVU.MOREX.r3.4HG0387580:0.00360356,AT3G15350,AT3G15350:0.00292509
586126at3193,4,Zm00001eb005530;Zm00001eb070480,Zm00001eb005530:0.000471393;Zm00001eb070480:0.00133031,SORBI_3006G218600,SORBI_3006G218600:0.000796112,NA,NA,HORVU.MOREX.r3.2HG0195300,HORVU.MOREX.r3.2HG0195300:0.00373406,AT1G14330,AT1G14330:0.00137347
586126at33090,4,Zm00001eb005530;Zm00001eb070480,Zm00001eb005530:0.000471393;Zm00001eb070480:0.00133031,SORBI_3006G218600,SORBI_3006G218600:0.000796112,NA,NA,HORVU.MOREX.r3.2HG0195300,HORVU.MOREX.r3.2HG0195300:0.00373406,AT1G14330,AT1G14330:0.00137347
621821at33090,4,Zm00001eb125810,Zm00001eb125810:0.00136939,SORBI_3001G240100,SORBI_3001G240100:0.00043818,NA,NA,HORVU.MOREX.r3.4HG0387580,HORVU.MOREX.r3.4HG0387580:0.00360356,AT3G15350,AT3G15350:0.00292509
640662at2759,4,Zm00001eb043110;Zm00001eb067730;Zm00001eb068210;Zm00001eb207640;Zm00001eb251340;Zm00001eb281180;Zm00001eb330530,Zm00001eb043110:0.00343957;Zm00001eb067730:0.00134299;Zm00001eb068210:0.000141943;Zm00001eb207640:0.00230147;Zm00001eb251340:0.00164721;Zm00001eb281180:0.00139758;Zm00001eb330530:8.68319e-05,SORBI_3001G328100;SORBI_3010G161600;SORBI_3010G161700;SORBI_3010G161800,SORBI_3001G328100:0.0017545;SORBI_3010G161600:0.000988632;SORBI_3010G161700:0.000988632;SORBI_3010G161800:0.000988632,NA,NA,HORVU.MOREX.r3.2HG0112720;HORVU.MOREX.r3.7HG0667660,HORVU.MOREX.r3.2HG0112720:0.000279214;HORVU.MOREX.r3.7HG0667660:0.00361468,AT4G11290;AT4G37520,AT4G11290:0.00252662;AT4G37520:0.000182973
