Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
1873865at2759,4,Zm00001eb388080,Zm00001eb388080:0.000380873,SORBI_3003G128800,SORBI_3003G128800:0.000713493,LOC_Os03g08220,LOC_Os03g08220:0.000864233,NA,NA,AT5G02260,AT5G02260:0.000686117
381908at2759,4,Zm00001eb038610;Zm00001eb289980;Zm00001eb351770,Zm00001eb038610:0.000769899;Zm00001eb289980:0.00300275;Zm00001eb351770:0.00202096,SORBI_3001G003600,SORBI_3001G003600:0.00101812,NA,NA,HORVU.MOREX.r3.2HG0198640;HORVU.MOREX.r3.3HG0303800,HORVU.MOREX.r3.2HG0198640:0.000208426;HORVU.MOREX.r3.3HG0303800:0.00133739,AT2G04570;AT2G30310,AT2G04570:0.000958206;AT2G30310:1.23175e-05
433140at33090,4,Zm00001eb388080,Zm00001eb388080:0.000380873,SORBI_3003G128800,SORBI_3003G128800:0.000713493,LOC_Os03g08220,LOC_Os03g08220:0.000864233,NA,NA,AT5G02260,AT5G02260:0.000686117
4925430at2759,4,Zm00001eb041140;Zm00001eb110020,Zm00001eb041140:0.00370214;Zm00001eb110020:0.00102378,SORBI_3003G302800;SORBI_3010G186300,SORBI_3003G302800:0.000868515;SORBI_3010G186300:0.00217323,NA,NA,HORVU.MOREX.r3.1HG0017980,HORVU.MOREX.r3.1HG0017980:0.000928162,AT5G07070,AT5G07070:0.000866359
4999782at2759,4,Zm00001eb047520,Zm00001eb047520:0.000906344,SORBI_3007G036800,SORBI_3007G036800:0.00310945,NA,NA,HORVU.MOREX.r3.2HG0159100,HORVU.MOREX.r3.2HG0159100:0.000216938,AT3G15350,AT3G15350:0.00226004
5017799at2759,4,Zm00001eb192230;Zm00001eb204210,Zm00001eb192230:0.00202229;Zm00001eb204210:0.00221887,SORBI_3005G087800;SORBI_3006G209400,SORBI_3005G087800:0.00206631;SORBI_3006G209400:9.81866e-05,NA,NA,HORVU.MOREX.r3.2HG0202320,HORVU.MOREX.r3.2HG0202320:0.00105685,AT1G34750;AT2G30020,AT1G34750:0.00248411;AT2G30020:0.000998009
557225at33090,4,Zm00001eb041140;Zm00001eb110020,Zm00001eb041140:0.00370214;Zm00001eb110020:0.00102378,SORBI_3003G302800;SORBI_3010G186300,SORBI_3003G302800:0.000868515;SORBI_3010G186300:0.00217323,NA,NA,HORVU.MOREX.r3.1HG0017980,HORVU.MOREX.r3.1HG0017980:0.000928162,AT5G07070,AT5G07070:0.000866359
585262at33090,4,Zm00001eb289980;Zm00001eb351770,Zm00001eb289980:0.00300275;Zm00001eb351770:0.00202096,SORBI_3001G003600,SORBI_3001G003600:0.00101812,NA,NA,HORVU.MOREX.r3.2HG0198640;HORVU.MOREX.r3.3HG0303800,HORVU.MOREX.r3.2HG0198640:0.000208426;HORVU.MOREX.r3.3HG0303800:0.00133739,AT2G04570;AT2G30310,AT2G04570:0.000958206;AT2G30310:1.23175e-05
589535at2759,4,Zm00001eb039590,Zm00001eb039590:0.00450007,SORBI_3009G202900,SORBI_3009G202900:0.000566856,NA,NA,HORVU.MOREX.r3.4HG0332600,HORVU.MOREX.r3.4HG0332600:1.25991e-05,AT3G21510,AT3G21510:0.00015128
589535at33090,4,Zm00001eb039590,Zm00001eb039590:0.00450007,SORBI_3009G202900,SORBI_3009G202900:0.000566856,NA,NA,HORVU.MOREX.r3.4HG0332600,HORVU.MOREX.r3.4HG0332600:1.25991e-05,AT3G21510,AT3G21510:0.00015128
