Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
640662at2759,5,Zm00001eb001560;Zm00001eb022050;Zm00001eb102470;Zm00001eb194740;Zm00001eb276250;Zm00001eb281180;Zm00001eb330530;Zm00001eb390710;Zm00001eb395060,Zm00001eb001560:6.93436e-05;Zm00001eb022050:0.000458902;Zm00001eb102470:8.13015e-05;Zm00001eb194740:0.00104456;Zm00001eb276250:0.000315999;Zm00001eb281180:0.00244235;Zm00001eb330530:0.00102729;Zm00001eb390710:0.000252712;Zm00001eb395060:0.000875566,SORBI_3001G080200;SORBI_3001G293000,SORBI_3001G080200:0.00385571;SORBI_3001G293000:0.00356636,LOC_Os05g01620;LOC_Os12g01120,LOC_Os05g01620:1.54221e-05;LOC_Os12g01120:2.68626e-05,HORVU.MOREX.r3.2HG0112720;HORVU.MOREX.r3.7HG0667610;HORVU.MOREX.r3.7HG0667620,HORVU.MOREX.r3.2HG0112720:0.000393492;HORVU.MOREX.r3.7HG0667610:8.67287e-05;HORVU.MOREX.r3.7HG0667620:5.71583e-07,AT1G68850;AT2G38380;AT5G40150,AT1G68850:3.10358e-08;AT2G38380:0.000273871;AT5G40150:4.06871e-05
717421at2759,5,Zm00001eb144570,Zm00001eb144570:0.00125528,SORBI_3004G185000,SORBI_3004G185000:0.00142548,LOC_Os01g08990,LOC_Os01g08990:2.07452e-05,HORVU.MOREX.r3.4HG0338070,HORVU.MOREX.r3.4HG0338070:0.000455667,AT1G06700;AT2G41970,AT1G06700:0.000203833;AT2G41970:2.76245e-07
717421at3193,5,Zm00001eb144570,Zm00001eb144570:0.00125528,SORBI_3004G185000,SORBI_3004G185000:0.00142548,LOC_Os01g08990,LOC_Os01g08990:2.07452e-05,HORVU.MOREX.r3.4HG0338070,HORVU.MOREX.r3.4HG0338070:0.000455667,AT1G06700;AT2G41970,AT1G06700:0.000203833;AT2G41970:2.76245e-07
717421at33090,5,Zm00001eb144570,Zm00001eb144570:0.00125528,SORBI_3004G185000,SORBI_3004G185000:0.00142548,LOC_Os01g08990,LOC_Os01g08990:2.07452e-05,HORVU.MOREX.r3.4HG0338070,HORVU.MOREX.r3.4HG0338070:0.000455667,AT1G06700;AT2G41970,AT1G06700:0.000203833;AT2G41970:2.76245e-07
131670at33090,4,Zm00001eb198820,Zm00001eb198820:0.000531604,SORBI_3003G368000,SORBI_3003G368000:0.00427276,NA,NA,HORVU.MOREX.r3.1HG0075890,HORVU.MOREX.r3.1HG0075890:0.000362329,AT1G25280,AT1G25280:0.000363846
16345at3193,4,Zm00001eb105040;Zm00001eb194210;Zm00001eb249690,Zm00001eb105040:0.00284698;Zm00001eb194210:8.74675e-05;Zm00001eb249690:0.00209229,NA,NA,LOC_Os07g04850,LOC_Os07g04850:0.000153768,HORVU.MOREX.r3.6HG0614370,HORVU.MOREX.r3.6HG0614370:5.26069e-05,AT5G51460,AT5G51460:1.07607e-05
381908at2759,4,Zm00001eb275510;Zm00001eb426230,Zm00001eb275510:0.00112872;Zm00001eb426230:0.0020821,SORBI_3001G003600;SORBI_3002G280500,SORBI_3001G003600:0.0013433;SORBI_3002G280500:0.000414082,NA,NA,HORVU.MOREX.r3.2HG0097240;HORVU.MOREX.r3.6HG0629070,HORVU.MOREX.r3.2HG0097240:0.000153862;HORVU.MOREX.r3.6HG0629070:0.000348197,AT2G30310;AT2G40250,AT2G30310:0.000264003;AT2G40250:0.00016574
4285218at2759,4,Zm00001eb106450;Zm00001eb106460,Zm00001eb106450:0.00234353;Zm00001eb106460:0.00234353,SORBI_3002G329900;SORBI_3002G330000,SORBI_3002G329900:0.000168019;SORBI_3002G330000:0.000168019,NA,NA,HORVU.MOREX.r3.4HG0338210,HORVU.MOREX.r3.4HG0338210:0.000267979,AT5G54640,AT5G54640:0.000270193
43813at33090,4,Zm00001eb105040;Zm00001eb194210;Zm00001eb249690,Zm00001eb105040:0.00284698;Zm00001eb194210:8.74675e-05;Zm00001eb249690:0.00209229,NA,NA,LOC_Os07g04850,LOC_Os07g04850:0.000153768,HORVU.MOREX.r3.6HG0614370,HORVU.MOREX.r3.6HG0614370:5.26069e-05,AT5G51460,AT5G51460:1.07607e-05
4382965at2759,4,Zm00001eb198820,Zm00001eb198820:0.000531604,SORBI_3003G368000,SORBI_3003G368000:0.00427276,NA,NA,HORVU.MOREX.r3.1HG0075890,HORVU.MOREX.r3.1HG0075890:0.000362329,AT1G25280,AT1G25280:0.000363846
4653520at2759,4,Zm00001eb400530,Zm00001eb400530:0.00223162,NA,NA,LOC_Os12g01090,LOC_Os12g01090:0.00031442,HORVU.MOREX.r3.4HG0397900,HORVU.MOREX.r3.4HG0397900:8.10545e-05,AT3G55590,AT3G55590:0.000137943
4829478at2759,4,Zm00001eb032800;Zm00001eb217370,Zm00001eb032800:0.00245109;Zm00001eb217370:0.000106322,NA,NA,LOC_Os12g06360,LOC_Os12g06360:0.000149295,HORVU.MOREX.r3.2HG0183830,HORVU.MOREX.r3.2HG0183830:2.14053e-06,AT4G28270,AT4G28270:2.06617e-05
4854762at2759,4,Zm00001eb256120;Zm00001eb392430,Zm00001eb256120:0.0025409;Zm00001eb392430:0.000240813,SORBI_3004G009900,SORBI_3004G009900:0.0030034,LOC_Os09g04260,LOC_Os09g04260:4.17765e-07,HORVU.MOREX.r3.7HG0725980;HORVU.MOREX.r3.7HG0746550,HORVU.MOREX.r3.7HG0725980:0.000366794;HORVU.MOREX.r3.7HG0746550:3.7297e-06,NA,NA
5000721at2759,4,Zm00001eb105040;Zm00001eb194210;Zm00001eb249690,Zm00001eb105040:0.00284698;Zm00001eb194210:8.74675e-05;Zm00001eb249690:0.00209229,NA,NA,LOC_Os07g04850,LOC_Os07g04850:0.000153768,HORVU.MOREX.r3.6HG0614370,HORVU.MOREX.r3.6HG0614370:5.26069e-05,AT5G51460,AT5G51460:1.07607e-05
5015019at2759,4,Zm00001eb160380,Zm00001eb160380:0.000645681,SORBI_3002G279900;SORBI_3003G374100,SORBI_3002G279900:0.000414082;SORBI_3003G374100:8.36508e-05,NA,NA,HORVU.MOREX.r3.1HG0066860,HORVU.MOREX.r3.1HG0066860:0.000274486,AT4G36360,AT4G36360:1.09377e-05
585262at33090,4,Zm00001eb275510,Zm00001eb275510:0.00112872,SORBI_3001G003600;SORBI_3002G280500,SORBI_3001G003600:0.0013433;SORBI_3002G280500:0.000414082,NA,NA,HORVU.MOREX.r3.2HG0097240,HORVU.MOREX.r3.2HG0097240:0.000153862,AT2G30310;AT2G40250,AT2G30310:0.000264003;AT2G40250:0.00016574
627237at2759,4,Zm00001eb003170;Zm00001eb023610;Zm00001eb046210;Zm00001eb152390;Zm00001eb335710,Zm00001eb003170:0.00101532;Zm00001eb023610:0.00204621;Zm00001eb046210:5.36948e-05;Zm00001eb152390:0.00213595;Zm00001eb335710:0.00229357,SORBI_3001G133900,SORBI_3001G133900:0.00198218,NA,NA,HORVU.MOREX.r3.2HG0102130;HORVU.MOREX.r3.4HG0338080;HORVU.MOREX.r3.4HG0411460,HORVU.MOREX.r3.2HG0102130:0.000383686;HORVU.MOREX.r3.4HG0338080:0.000455667;HORVU.MOREX.r3.4HG0411460:5.27039e-06,AT1G12110;AT1G59740;AT1G68570;AT2G40460;AT3G21670,AT1G12110:3.38682e-05;AT1G59740:0.000268917;AT1G68570:0.000306549;AT2G40460:0.000382428;AT3G21670:3.62943e-05
