Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
179088at33090,5,Zm00001eb195100;Zm00001eb254960;Zm00001eb368580;Zm00001eb384970,Zm00001eb195100:0.000797974;Zm00001eb254960:0.000641175;Zm00001eb368580:0.000753721;Zm00001eb384970:0.00119151,SORBI_3003G341500,SORBI_3003G341500:0.0029036,LOC_Os07g01010,LOC_Os07g01010:0.00128816,HORVU.MOREX.r3.5HG0465270;HORVU.MOREX.r3.7HG0667290,HORVU.MOREX.r3.5HG0465270:0.00150132;HORVU.MOREX.r3.7HG0667290:0.00277854,AT4G39830;AT5G60020,AT4G39830:0.00173528;AT5G60020:0.00139275
220610at3193,5,Zm00001eb195100;Zm00001eb254960;Zm00001eb368580,Zm00001eb195100:0.000797974;Zm00001eb254960:0.000641175;Zm00001eb368580:0.000753721,SORBI_3003G341500,SORBI_3003G341500:0.0029036,LOC_Os07g01010,LOC_Os07g01010:0.00128816,HORVU.MOREX.r3.5HG0465270;HORVU.MOREX.r3.7HG0667290,HORVU.MOREX.r3.5HG0465270:0.00150132;HORVU.MOREX.r3.7HG0667290:0.00277854,AT5G60020,AT5G60020:0.00139275
4495752at2759,5,Zm00001eb166100;Zm00001eb195100;Zm00001eb254960;Zm00001eb368580;Zm00001eb384970,Zm00001eb166100:0.00463332;Zm00001eb195100:0.000797974;Zm00001eb254960:0.000641175;Zm00001eb368580:0.000753721;Zm00001eb384970:0.00119151,SORBI_3003G341500,SORBI_3003G341500:0.0029036,LOC_Os07g01010,LOC_Os07g01010:0.00128816,HORVU.MOREX.r3.5HG0465270;HORVU.MOREX.r3.7HG0667290,HORVU.MOREX.r3.5HG0465270:0.00150132;HORVU.MOREX.r3.7HG0667290:0.00277854,AT4G39830;AT5G60020,AT4G39830:0.00173528;AT5G60020:0.00139275
640662at2759,5,Zm00001eb067730;Zm00001eb068210;Zm00001eb118090;Zm00001eb280790;Zm00001eb291850;Zm00001eb390710,Zm00001eb067730:0.00036629;Zm00001eb068210:0.000270385;Zm00001eb118090:0.00379656;Zm00001eb280790:0.00414539;Zm00001eb291850:0.00337931;Zm00001eb390710:0.00389182,SORBI_3001G314000;SORBI_3003G320800,SORBI_3001G314000:0.00135056;SORBI_3003G320800:0.000491878,LOC_Os05g01620,LOC_Os05g01620:0.00100178,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.2HG0112720;HORVU.MOREX.r3.6HG0618250,HORVU.MOREX.r3.1HG0054280:0.00134203;HORVU.MOREX.r3.2HG0112720:0.000298442;HORVU.MOREX.r3.6HG0618250:0.000478683,AT3G17070;AT4G30170,AT3G17070:0.00237657;AT4G30170:0.00329011
131670at33090,4,Zm00001eb146720;Zm00001eb292770,Zm00001eb146720:0.00435993;Zm00001eb292770:0.00296989,SORBI_3005G047300,SORBI_3005G047300:0.00218964,LOC_Os04g06879,LOC_Os04g06879:0.000173593,HORVU.MOREX.r3.1HG0075890,HORVU.MOREX.r3.1HG0075890:0.00128199,NA,NA
158457at33090,4,Zm00001eb277700;Zm00001eb401400,Zm00001eb277700:0.00135907;Zm00001eb401400:0.00257174,SORBI_3009G003800,SORBI_3009G003800:0.000520951,NA,NA,HORVU.MOREX.r3.1HG0002320;HORVU.MOREX.r3.5HG0471130,HORVU.MOREX.r3.1HG0002320:0.00253353;HORVU.MOREX.r3.5HG0471130:0.00166551,AT1G16920;AT5G47960,AT1G16920:0.00390351;AT5G47960:0.00358899
159147at3193,4,Zm00001eb430440,Zm00001eb430440:0.00391178,SORBI_3003G420500,SORBI_3003G420500:0.000107824,NA,NA,HORVU.MOREX.r3.5HG0492640;HORVU.MOREX.r3.7HG0682170,HORVU.MOREX.r3.5HG0492640:0.00010523;HORVU.MOREX.r3.7HG0682170:0.0018589,AT5G57110,AT5G57110:0.0025171
1873865at2759,4,Zm00001eb038960,Zm00001eb038960:0.00239219,SORBI_3003G128800,SORBI_3003G128800:0.00152453,LOC_Os03g08220,LOC_Os03g08220:0.0012796,NA,NA,AT2G28950;AT2G40610;AT5G02260,AT2G28950:0.00350046;AT2G40610:0.00349111;AT5G02260:0.00174733
194710at2759,4,Zm00001eb036270,Zm00001eb036270:0.00464136,SORBI_3004G174200,SORBI_3004G174200:0.00228901,NA,NA,HORVU.MOREX.r3.3HG0280890,HORVU.MOREX.r3.3HG0280890:0.00142246,AT2G47250,AT2G47250:0.00223157
35153at2759,4,Zm00001eb277700;Zm00001eb401400,Zm00001eb277700:0.00135907;Zm00001eb401400:0.00257174,SORBI_3009G003800,SORBI_3009G003800:0.000520951,NA,NA,HORVU.MOREX.r3.1HG0002320;HORVU.MOREX.r3.5HG0471130,HORVU.MOREX.r3.1HG0002320:0.00253353;HORVU.MOREX.r3.5HG0471130:0.00166551,AT1G16920;AT5G47960,AT1G16920:0.00390351;AT5G47960:0.00358899
