Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
158457at33090,4,Zm00001eb277700;Zm00001eb401400,Zm00001eb277700:0.00145047;Zm00001eb401400:0.00348864,SORBI_3002G388100,SORBI_3002G388100:0.00335164,NA,NA,HORVU.MOREX.r3.5HG0471130,HORVU.MOREX.r3.5HG0471130:0.00199881,AT1G06400;AT1G16920,AT1G06400:0.000707823;AT1G16920:0.00173813
1873865at2759,4,NA,NA,SORBI_3006G191700,SORBI_3006G191700:0.000119406,LOC_Os03g08220,LOC_Os03g08220:0.000581488,HORVU.MOREX.r3.3HG0256620;HORVU.MOREX.r3.7HG0723940,HORVU.MOREX.r3.3HG0256620:0.00234532;HORVU.MOREX.r3.7HG0723940:0.00271408,AT5G05290;AT5G39270;AT5G39300,AT5G05290:0.00102132;AT5G39270:8.75958e-05;AT5G39300:0.000116261
2746941at2759,4,Zm00001eb071890,Zm00001eb071890:0.00221693,SORBI_3004G270500,SORBI_3004G270500:0.00261362,NA,NA,HORVU.MOREX.r3.2HG0193690,HORVU.MOREX.r3.2HG0193690:0.000902936,AT1G32350;AT5G64210,AT1G32350:0.000616036;AT5G64210:0.000802884
35153at2759,4,Zm00001eb227990;Zm00001eb277700;Zm00001eb319220;Zm00001eb401400,Zm00001eb227990:0.00223783;Zm00001eb277700:0.00145047;Zm00001eb319220:0.00062123;Zm00001eb401400:0.00348864,SORBI_3002G388100,SORBI_3002G388100:0.00335164,NA,NA,HORVU.MOREX.r3.5HG0471130,HORVU.MOREX.r3.5HG0471130:0.00199881,AT1G06400;AT1G16920,AT1G06400:0.000707823;AT1G16920:0.00173813
433140at33090,4,NA,NA,SORBI_3006G191700,SORBI_3006G191700:0.000119406,LOC_Os03g08220,LOC_Os03g08220:0.000581488,HORVU.MOREX.r3.3HG0256620;HORVU.MOREX.r3.7HG0723940,HORVU.MOREX.r3.3HG0256620:0.00234532;HORVU.MOREX.r3.7HG0723940:0.00271408,AT5G05290;AT5G39270;AT5G39300,AT5G05290:0.00102132;AT5G39270:8.75958e-05;AT5G39300:0.000116261
434009at2759,4,Zm00001eb395470,Zm00001eb395470:0.00350266,NA,NA,LOC_Os11g01280,LOC_Os11g01280:0.000981973,HORVU.MOREX.r3.5HG0425710,HORVU.MOREX.r3.5HG0425710:0.00058846,AT1G67410;AT5G16890,AT1G67410:7.553e-05;AT5G16890:0.00116094
4837463at2759,4,Zm00001eb082560,Zm00001eb082560:0.00143419,SORBI_3008G057900,SORBI_3008G057900:0.000489145,NA,NA,HORVU.MOREX.r3.2HG0169250,HORVU.MOREX.r3.2HG0169250:0.00236596,AT3G09640,AT3G09640:0.001662
4854762at2759,4,Zm00001eb130000;Zm00001eb251980;Zm00001eb352400,Zm00001eb130000:0.0018943;Zm00001eb251980:0.00424916;Zm00001eb352400:0.000807401,NA,NA,LOC_Os09g04260,LOC_Os09g04260:0.00131763,HORVU.MOREX.r3.1HG0069540,HORVU.MOREX.r3.1HG0069540:0.0029998,AT5G07050,AT5G07050:2.39713e-05
5016646at2759,4,Zm00001eb055110;Zm00001eb214900;Zm00001eb379100,Zm00001eb055110:0.00161375;Zm00001eb214900:0.00191231;Zm00001eb379100:0.00123059,SORBI_3001G115300,SORBI_3001G115300:3.96909e-06,NA,NA,HORVU.MOREX.r3.2HG0197560,HORVU.MOREX.r3.2HG0197560:0.000393292,AT4G17720,AT4G17720:0.00176126
5017799at2759,4,Zm00001eb192230;Zm00001eb258010;Zm00001eb430620,Zm00001eb192230:0.00103308;Zm00001eb258010:0.00140369;Zm00001eb430620:0.00203078,SORBI_3010G180700,SORBI_3010G180700:0.00124911,NA,NA,HORVU.MOREX.r3.4HG0384700,HORVU.MOREX.r3.4HG0384700:0.00132453,AT1G22280;AT1G34750;AT2G30020;AT4G31750,AT1G22280:0.000823248;AT1G34750:0.000699555;AT2G30020:0.000661597;AT4G31750:0.00195382
