Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
447116at2759	Zm00001eb289320;Zm00001eb361680;Zm00001eb366540	Zm00001eb289320:0.000586336;Zm00001eb361680:0.000942255;Zm00001eb366540:4.35609e-07	SORBI_3002G388700;SORBI_3003G164500	SORBI_3002G388700:0.000122705;SORBI_3003G164500:0.000112164	LOC_Os01g07090;LOC_Os08g05490	LOC_Os01g07090:0.00132399;LOC_Os08g05490:0.00188223	HORVU.MOREX.r3.3HG0330150	HORVU.MOREX.r3.3HG0330150:0.00279934	AT1G17950;AT4G09460;AT5G40330	AT1G17950:0.00236099;AT4G09460:6.51274e-07;AT5G40330:0.00136955	5
4805980at2759	Zm00001eb113170;Zm00001eb257750	Zm00001eb113170:0.0035676;Zm00001eb257750:0.00258124	SORBI_3008G073700	SORBI_3008G073700:6.63261e-05	LOC_Os12g02570	LOC_Os12g02570:0.000689208	HORVU.MOREX.r3.3HG0303660;HORVU.MOREX.r3.4HG0332980;HORVU.MOREX.r3.6HG0623790	HORVU.MOREX.r3.3HG0303660:0.00279604;HORVU.MOREX.r3.4HG0332980:0.00222973;HORVU.MOREX.r3.6HG0623790:0.000415375	AT1G11080;AT2G24010;AT2G35780;AT3G12240;AT4G30610;AT4G30810	AT1G11080:0.00253679;AT2G24010:0.00099353;AT2G35780:4.91118e-05;AT3G12240:0.000610567;AT4G30610:2.428e-06;AT4G30810:5.39345e-06	5
4809112at2759	Zm00001eb202100	Zm00001eb202100:0.000425716	SORBI_3007G091100	SORBI_3007G091100:4.3474e-07	LOC_Os12g01510	LOC_Os12g01510:0.000877593	HORVU.MOREX.r3.5HG0461970	HORVU.MOREX.r3.5HG0461970:0.00181718	AT1G56360;AT2G16430;AT3G52810;AT4G36350	AT1G56360:0.000696307;AT2G16430:0.000317776;AT3G52810:0.000488183;AT4G36350:5.50502e-05	5
4810817at2759	Zm00001eb281880;Zm00001eb375010;Zm00001eb421140	Zm00001eb281880:0.00284468;Zm00001eb375010:0.0020487;Zm00001eb421140:0.00140595	SORBI_3001G053900	SORBI_3001G053900:0.000129608	LOC_Os03g08000	LOC_Os03g08000:0.00130814	HORVU.MOREX.r3.5HG0420080	HORVU.MOREX.r3.5HG0420080:0.00235366	AT1G74780;AT2G16660;AT2G34355;AT4G34950	AT1G74780:9.12925e-05;AT2G16660:0.000158157;AT2G34355:0.00181603;AT4G34950:0.00130598	5
4932650at2759	Zm00001eb315040	Zm00001eb315040:0.000226535	SORBI_3007G104600	SORBI_3007G104600:5.90441e-07	LOC_Os09g04600	LOC_Os09g04600:0.000700882	HORVU.MOREX.r3.3HG0270430	HORVU.MOREX.r3.3HG0270430:0.00195888	AT1G71000;AT2G41000	AT1G71000:1.08949e-06;AT2G41000:2.50478e-05	5
601051at2759	Zm00001eb300760;Zm00001eb348770	Zm00001eb300760:0.00101148;Zm00001eb348770:0.001784	SORBI_3006G272800	SORBI_3006G272800:4.35524e-09	LOC_Os06g06140	LOC_Os06g06140:0.00167936	HORVU.MOREX.r3.4HG0333010;HORVU.MOREX.r3.6HG0629000	HORVU.MOREX.r3.4HG0333010:0.00222973;HORVU.MOREX.r3.6HG0629000:5.51783e-06	AT1G51570;AT1G74720;AT3G57880	AT1G51570:8.37343e-05;AT1G74720:9.12925e-05;AT3G57880:0.000822398	5
601051at3193	Zm00001eb348770	Zm00001eb348770:0.001784	SORBI_3006G272800	SORBI_3006G272800:4.35524e-09	LOC_Os06g06140	LOC_Os06g06140:0.00167936	HORVU.MOREX.r3.6HG0629000	HORVU.MOREX.r3.6HG0629000:5.51783e-06	AT1G51570;AT3G57880	AT1G51570:8.37343e-05;AT3G57880:0.000822398	5
601051at33090	Zm00001eb300760;Zm00001eb348770	Zm00001eb300760:0.00101148;Zm00001eb348770:0.001784	SORBI_3006G272800	SORBI_3006G272800:4.35524e-09	LOC_Os06g06140	LOC_Os06g06140:0.00167936	HORVU.MOREX.r3.4HG0333010;HORVU.MOREX.r3.6HG0629000	HORVU.MOREX.r3.4HG0333010:0.00222973;HORVU.MOREX.r3.6HG0629000:5.51783e-06	AT1G51570;AT1G74720;AT3G57880	AT1G51570:8.37343e-05;AT1G74720:9.12925e-05;AT3G57880:0.000822398	5
630100at33090	Zm00001eb113170;Zm00001eb257750	Zm00001eb113170:0.0035676;Zm00001eb257750:0.00258124	SORBI_3008G073700	SORBI_3008G073700:6.63261e-05	LOC_Os12g02570	LOC_Os12g02570:0.000689208	HORVU.MOREX.r3.3HG0303660;HORVU.MOREX.r3.4HG0332980;HORVU.MOREX.r3.6HG0623790	HORVU.MOREX.r3.3HG0303660:0.00279604;HORVU.MOREX.r3.4HG0332980:0.00222973;HORVU.MOREX.r3.6HG0623790:0.000415375	AT1G11080;AT2G24010;AT2G35780;AT3G12240;AT4G30610;AT4G30810	AT1G11080:0.00253679;AT2G24010:0.00099353;AT2G35780:4.91118e-05;AT3G12240:0.000610567;AT4G30610:2.428e-06;AT4G30810:5.39345e-06	5
633362at33090	Zm00001eb281880;Zm00001eb375010;Zm00001eb421140	Zm00001eb281880:0.00284468;Zm00001eb375010:0.0020487;Zm00001eb421140:0.00140595	SORBI_3001G053900	SORBI_3001G053900:0.000129608	LOC_Os03g08000	LOC_Os03g08000:0.00130814	HORVU.MOREX.r3.5HG0420080	HORVU.MOREX.r3.5HG0420080:0.00235366	AT1G74780;AT2G16660;AT2G34355;AT4G34950	AT1G74780:9.12925e-05;AT2G16660:0.000158157;AT2G34355:0.00181603;AT4G34950:0.00130598	5
