"species","snp","chr","pos","p","logp","p_cutoff","cutoff_logp","bonf_cutoff","bonf_logp"
"Arabidopsis","Chr4_13239858.0","4",13239858,8.006153e-13,12.096576114653,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26896820.0","1",26896820,4.028774e-12,11.3948270943157,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26904015.0","1",26904015,4.028774e-12,11.3948270943157,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_12996784.0","4",12996784,4.128643e-12,11.3841926685501,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26897202.0","1",26897202,1.381255e-11,10.8597261368669,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26897210.0","1",26897210,1.381255e-11,10.8597261368669,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26897227.0","1",26897227,1.381255e-11,10.8597261368669,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26898980.0","1",26898980,2.271038e-11,10.6437755989145,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_26898513.0","1",26898513,1.142518e-10,9.94213694903571,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6766181.0","2",6766181,2.01913e-10,9.6948357184684,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_11923984.0","5",11923984,1.09385e-09,8.96104222886063,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_11924008.0","5",11924008,1.09385e-09,8.96104222886063,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_18243888.0","1",18243888,1.179085e-09,8.92845488557469,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_12412254.0","3",12412254,1.212498e-09,8.91631896908832,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_13960065.0","3",13960065,1.334055e-09,8.87482626509405,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_14966117.0","5",14966117,2.476759e-09,8.60611625020147,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr1_4303226.0","1",4303226,2.642668e-09,8.57795739412318,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_16488422.0","3",16488422,4.23265e-09,8.3733876420748,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_16488497.0","3",16488497,4.23265e-09,8.3733876420748,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr3_9841858.0","3",9841858,4.651193e-09,8.3324356391821,0.002689337,2.57035477305746,1.42731416869084e-08,7.84548042302306
