Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
102015at38820	NA	NA	SORBI_3003G343700	SORBI_3003G343700:3.18139e-09	NA	NA	NA	NA	NA	NA	1
102015at4447	NA	NA	SORBI_3003G343700	SORBI_3003G343700:3.18139e-09	NA	NA	NA	NA	NA	NA	1
102233at2759	NA	NA	SORBI_3004G038000	SORBI_3004G038000:1.49237e-07	NA	NA	NA	NA	NA	NA	1
102233at3193	NA	NA	SORBI_3004G038000	SORBI_3004G038000:1.49237e-07	NA	NA	NA	NA	NA	NA	1
102233at33090	NA	NA	SORBI_3004G038000	SORBI_3004G038000:1.49237e-07	NA	NA	NA	NA	NA	NA	1
1031at4447	NA	NA	SORBI_3001G084400	SORBI_3001G084400:5.78232e-10	NA	NA	NA	NA	NA	NA	1
103324at38820	NA	NA	SORBI_3003G360400	SORBI_3003G360400:6.87332e-08	NA	NA	NA	NA	NA	NA	1
103324at4447	NA	NA	SORBI_3003G360400	SORBI_3003G360400:6.87332e-08	NA	NA	NA	NA	NA	NA	1
104792at38820	NA	NA	SORBI_3006G273000	SORBI_3006G273000:4.35524e-09	NA	NA	NA	NA	NA	NA	1
104792at4447	NA	NA	SORBI_3006G273000	SORBI_3006G273000:4.35524e-09	NA	NA	NA	NA	NA	NA	1
106086at38820	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.1HG0065840	HORVU.MOREX.r3.1HG0065840:3.02473e-09	NA	NA	1
106086at4447	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.1HG0065840	HORVU.MOREX.r3.1HG0065840:3.02473e-09	NA	NA	1
107046at38820	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.3HG0312430	HORVU.MOREX.r3.3HG0312430:8.53928e-09	NA	NA	1
107046at4447	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.3HG0312430	HORVU.MOREX.r3.3HG0312430:8.53928e-09	NA	NA	1
108190at2759	NA	NA	SORBI_3001G076700	SORBI_3001G076700:4.02749e-07	NA	NA	NA	NA	NA	NA	1
108190at3193	NA	NA	SORBI_3001G076700	SORBI_3001G076700:4.02749e-07	NA	NA	NA	NA	NA	NA	1
108190at33090	NA	NA	SORBI_3001G076700	SORBI_3001G076700:4.02749e-07	NA	NA	NA	NA	NA	NA	1
108630at3193	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.3HG0312440	HORVU.MOREX.r3.3HG0312440:8.53928e-09	NA	NA	1
109771at38820	NA	NA	SORBI_3007G091800	SORBI_3007G091800:4.97839e-07	NA	NA	NA	NA	NA	NA	1
109771at4447	NA	NA	SORBI_3007G091800	SORBI_3007G091800:4.97839e-07	NA	NA	NA	NA	NA	NA	1
11242at38820	NA	NA	SORBI_3003G360600	SORBI_3003G360600:6.87332e-08	NA	NA	NA	NA	NA	NA	1
11242at4447	NA	NA	SORBI_3003G360600	SORBI_3003G360600:6.87332e-08	NA	NA	NA	NA	NA	NA	1
114038at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT1G12650	AT1G12650:2.83724e-09	1
116658at38820	NA	NA	SORBI_3003G427400	SORBI_3003G427400:2.40321e-10	NA	NA	NA	NA	NA	NA	1
116658at4447	NA	NA	SORBI_3003G427400	SORBI_3003G427400:2.40321e-10	NA	NA	NA	NA	NA	NA	1
117118at2759	NA	NA	SORBI_3001G047000	SORBI_3001G047000:6.17107e-07	NA	NA	NA	NA	NA	NA	1
117118at3193	NA	NA	SORBI_3001G047000	SORBI_3001G047000:6.17107e-07	NA	NA	NA	NA	NA	NA	1
117118at33090	NA	NA	SORBI_3001G047000	SORBI_3001G047000:6.17107e-07	NA	NA	NA	NA	NA	NA	1
122607at2759	NA	NA	SORBI_3007G104800	SORBI_3007G104800:5.90441e-07	NA	NA	NA	NA	NA	NA	1
122607at3193	NA	NA	SORBI_3007G104800	SORBI_3007G104800:5.90441e-07	NA	NA	NA	NA	NA	NA	1
122607at33090	NA	NA	SORBI_3007G104800	SORBI_3007G104800:5.90441e-07	NA	NA	NA	NA	NA	NA	1
12332at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G49320	AT1G49320:1.93064e-09	1
12536at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G26070	AT4G26070:1.51685e-12	1
129851at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G21980	AT4G21980:4.9519e-09	1
129851at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G21980	AT4G21980:4.9519e-09	1
13109at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G21980	AT4G21980:4.9519e-09	1
13284at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT3G26782	AT3G26782:5.55464e-09	1
13801at38820	NA	NA	SORBI_3001G047600	SORBI_3001G047600:6.17107e-07	NA	NA	NA	NA	NA	NA	1
13801at4447	NA	NA	SORBI_3001G047600	SORBI_3001G047600:6.17107e-07	NA	NA	NA	NA	NA	NA	1
14115at38820	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.7HG0645350	HORVU.MOREX.r3.7HG0645350:5.65496e-09	NA	NA	1
14115at4447	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.7HG0645350	HORVU.MOREX.r3.7HG0645350:5.65496e-09	NA	NA	1
14118at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G12600	AT1G12600:2.83724e-09	1
14245at38820	NA	NA	SORBI_3007G092400	SORBI_3007G092400:2.96205e-08	NA	NA	NA	NA	NA	NA	1
14245at4447	NA	NA	SORBI_3007G092400	SORBI_3007G092400:2.96205e-08	NA	NA	NA	NA	NA	NA	1
152157at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02050	AT4G02050:5.76683e-09	1
152157at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02050	AT4G02050:5.76683e-09	1
158457at33090	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.5HG0471130	HORVU.MOREX.r3.5HG0471130:5.30142e-10	NA	NA	1
160609at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02020	AT4G02020:5.76683e-09	1
17085at38820	NA	NA	SORBI_3007G090200	SORBI_3007G090200:1.90198e-08	NA	NA	NA	NA	NA	NA	1
17085at4447	NA	NA	SORBI_3007G090200	SORBI_3007G090200:1.90198e-08	NA	NA	NA	NA	NA	NA	1
172071at2759	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.3HG0312430	HORVU.MOREX.r3.3HG0312430:8.53928e-09	NA	NA	1
172071at3193	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.3HG0312430	HORVU.MOREX.r3.3HG0312430:8.53928e-09	NA	NA	1
172071at33090	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.3HG0312430	HORVU.MOREX.r3.3HG0312430:8.53928e-09	NA	NA	1
172666at3193	NA	NA	SORBI_3004G035100	SORBI_3004G035100:3.72806e-08	NA	NA	NA	NA	NA	NA	1
174762at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02060	AT4G02060:5.76683e-09	1
174762at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G02060	AT4G02060:5.76683e-09	1
