Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
100739at38820	NA	NA	NA	NA	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	NA	NA	1
100739at4447	NA	NA	NA	NA	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	NA	NA	1
106355at38820	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53701e-11	NA	NA	NA	NA	1
106355at4447	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53701e-11	NA	NA	NA	NA	1
117055at38820	NA	NA	SORBI_3006G217500	SORBI_3006G217500:7.09137e-08	NA	NA	NA	NA	NA	NA	1
128682at3193	NA	NA	NA	NA	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	NA	NA	1
128682at33090	NA	NA	NA	NA	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	NA	NA	1
13142at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G26360	AT5G26360:3.14092e-11	1
14659at38820	NA	NA	SORBI_3006G217300	SORBI_3006G217300:7.09137e-08	NA	NA	NA	NA	NA	NA	1
14659at4447	NA	NA	SORBI_3006G217300	SORBI_3006G217300:7.09137e-08	NA	NA	NA	NA	NA	NA	1
14755at38820	NA	NA	NA	NA	LOC_Os10g04640	LOC_Os10g04640:1.03982e-09	NA	NA	NA	NA	1
148967at2759	NA	NA	NA	NA	LOC_Os10g04910	LOC_Os10g04910:1.00922e-10	NA	NA	NA	NA	1
148967at3193	NA	NA	NA	NA	LOC_Os10g04910	LOC_Os10g04910:1.00922e-10	NA	NA	NA	NA	1
148967at33090	NA	NA	NA	NA	LOC_Os10g04910	LOC_Os10g04910:1.00922e-10	NA	NA	NA	NA	1
15061at38820	NA	NA	SORBI_3006G216800	SORBI_3006G216800:7.09137e-08	NA	NA	NA	NA	NA	NA	1
15061at4447	NA	NA	SORBI_3006G216800	SORBI_3006G216800:7.09137e-08	NA	NA	NA	NA	NA	NA	1
15670at38820	Zm00001eb100820	Zm00001eb100820:8.63726e-08	NA	NA	NA	NA	NA	NA	NA	NA	1
15670at4447	Zm00001eb100820	Zm00001eb100820:8.63726e-08	NA	NA	NA	NA	NA	NA	NA	NA	1
16359at38820	NA	NA	NA	NA	LOC_Os01g01180	LOC_Os01g01180:4.38526e-09	NA	NA	NA	NA	1
16359at4447	NA	NA	NA	NA	LOC_Os01g01180	LOC_Os01g01180:4.38526e-09	NA	NA	NA	NA	1
16395at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G26667	AT5G26667:3.14092e-11	1
16445at4447	NA	NA	NA	NA	LOC_Os10g04640	LOC_Os10g04640:1.03982e-09	NA	NA	NA	NA	1
18613at38820	NA	NA	NA	NA	LOC_Os01g09212	LOC_Os01g09212:8.08807e-10	NA	NA	NA	NA	1
18613at4447	NA	NA	NA	NA	LOC_Os01g09212	LOC_Os01g09212:8.08807e-10	NA	NA	NA	NA	1
19150at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT2G15620	AT2G15620:1.983e-15	1
2133at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09731	AT4G09731:2.79116e-09	1
217037at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G37680	AT5G37680:4.58537e-09	1
21973at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G21390	AT4G21390:5.36931e-11	1
219872at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G26360	AT5G26360:3.14092e-11	1
219872at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G26360	AT5G26360:3.14092e-11	1
224330at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT2G15620	AT2G15620:1.983e-15	1
24333at38820	NA	NA	NA	NA	LOC_Os03g01970	LOC_Os03g01970:1.28913e-10	NA	NA	NA	NA	1
24333at4447	NA	NA	NA	NA	LOC_Os03g01970	LOC_Os03g01970:1.28913e-10	NA	NA	NA	NA	1
255533at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09731	AT4G09731:2.79116e-09	1
255533at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09731	AT4G09731:2.79116e-09	1
255533at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09731	AT4G09731:2.79116e-09	1
255533at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09731	AT4G09731:2.79116e-09	1
2565614at2759	NA	NA	NA	NA	LOC_Os10g04770	LOC_Os10g04770:5.72357e-11	NA	NA	NA	NA	1
256937at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09720	AT4G09720:2.79116e-09	1
2612708at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT4G09720	AT4G09720:2.79116e-09	1
264404at3193	NA	NA	NA	NA	LOC_Os10g04940	LOC_Os10g04940:1.00922e-10	NA	NA	NA	NA	1
2663474at2759	NA	NA	NA	NA	LOC_Os10g04640	LOC_Os10g04640:1.03982e-09	NA	NA	NA	NA	1
269795at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G26667	AT5G26667:3.14092e-11	1
2697at38820	NA	NA	NA	NA	LOC_Os01g01240	LOC_Os01g01240:4.38526e-09	NA	NA	NA	NA	1
2697at4447	NA	NA	NA	NA	LOC_Os01g01240	LOC_Os01g01240:4.38526e-09	NA	NA	NA	NA	1
27135at38820	NA	NA	SORBI_3006G217200	SORBI_3006G217200:7.09137e-08	NA	NA	NA	NA	NA	NA	1
27135at4447	NA	NA	SORBI_3006G217200	SORBI_3006G217200:7.09137e-08	NA	NA	NA	NA	NA	NA	1
27182at38820	NA	NA	NA	NA	LOC_Os01g01190	LOC_Os01g01190:4.38526e-09	NA	NA	NA	NA	1
27182at4447	NA	NA	NA	NA	LOC_Os01g01190	LOC_Os01g01190:4.38526e-09	NA	NA	NA	NA	1
275373at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G21390	AT4G21390:5.36931e-11	1
276470at3193	NA	NA	NA	NA	LOC_Os10g04760	LOC_Os10g04760:5.72357e-11	NA	NA	NA	NA	1
29599at38820	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.6HG0542020	HORVU.MOREX.r3.6HG0542020:1.27039e-08	NA	NA	1
29599at4447	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.6HG0542020	HORVU.MOREX.r3.6HG0542020:1.27039e-08	NA	NA	1
296017at3193	NA	NA	NA	NA	LOC_Os10g04660	LOC_Os10g04660:1.03982e-09	NA	NA	NA	NA	1
300840at2759	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53701e-11	NA	NA	NA	NA	1
300840at3193	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53701e-11	NA	NA	NA	NA	1
300840at33090	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53701e-11	NA	NA	NA	NA	1
30532at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G37680	AT5G37680:4.58537e-09	1
307885at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G26740	AT5G26740:3.14092e-11	1
