"species","snp","chr","pos","p","logp","p_cutoff","cutoff_logp","bonf_cutoff","bonf_logp"
"Arabidopsis","Chr2_6790913.0","2",6790913,1.982999e-15,14.7026775048036,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6790939.0","2",6790939,1.982999e-15,14.7026775048036,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6770624.0","2",6770624,1.682651e-14,13.7740059520525,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6790940.0","2",6790940,2.028841e-14,13.692751987234,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6766190.0","2",6766190,3.716382e-14,13.4298796520612,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6772151.0","2",6772151,3.716382e-14,13.4298796520612,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6776473.0","2",6776473,3.716382e-14,13.4298796520612,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6767446.0","2",6767446,6.012309e-14,13.220958707136,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6775564.0","2",6775564,6.012309e-14,13.220958707136,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6790599.0","2",6790599,3.228126e-13,12.4910495222657,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6768389.0","2",6768389,5.61344e-13,12.2507709150077,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6767803.0","2",6767803,9.800439e-13,12.0087544701231,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6777260.0","2",6777260,3.581952e-12,11.4458802382175,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6787204.0","2",6787204,4.176823e-12,11.3791539283145,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_9275721.0","5",9275721,3.14092e-11,10.5029431250472,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr4_11405588.0","4",11405588,5.369305e-11,10.2700819255106,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6777980.0","2",6777980,8.083821e-11,10.0923833116304,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6771506.0","2",6771506,9.254773e-11,10.0336342291052,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_11732804.0","5",11732804,5.103658e-10,9.29211843571503,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6787742.0","2",6787742,5.47109e-10,9.26192614097434,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr2_6772496.0","2",6772496,5.601414e-10,9.25170232747928,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
"Arabidopsis","Chr5_11733352.0","5",11733352,1.594656e-09,8.79733298872884,0.002039868,2.69039793489096,1.42731416869084e-08,7.84548042302306
