"species","gene","pvalue"
"Arabidopsis","AT2G15530",2.160564e-16
"Arabidopsis","AT2G15535",2.160564e-16
"Arabidopsis","AT2G15555",2.160564e-16
"Arabidopsis","AT2G15560",2.160564e-16
"Arabidopsis","AT2G15570",2.160564e-16
"Arabidopsis","AT2G15580",2.160564e-16
"Arabidopsis","AT2G15590",2.160564e-16
"Arabidopsis","AT2G15610",2.160564e-16
"Arabidopsis","AT2G15620",2.160564e-16
"Arabidopsis","AT2G15630",2.160564e-16
"Arabidopsis","AT2G15450",2.364172e-15
"Arabidopsis","AT2G15460",2.364172e-15
"Arabidopsis","AT2G15470",2.364172e-15
"Arabidopsis","AT2G15480",2.364172e-15
"Arabidopsis","AT2G15490",2.364172e-15
"Arabidopsis","AT2G15500",2.364172e-15
"Arabidopsis","AT2G15440",6.921453e-15
"Arabidopsis","AT4G21366",2.018749e-11
"Arabidopsis","AT4G21380",2.018749e-11
"Arabidopsis","AT4G21390",2.018749e-11
"Arabidopsis","AT4G21400",2.018749e-11
"Arabidopsis","AT4G21410",2.018749e-11
"Arabidopsis","AT4G21430",2.018749e-11
"Arabidopsis","AT4G21440",2.018749e-11
"Arabidopsis","AT4G21445",2.018749e-11
"Arabidopsis","AT4G21450",2.018749e-11
"Arabidopsis","AT4G21460",2.018749e-11
"Arabidopsis","AT5G26360",4.189818e-11
"Arabidopsis","AT5G26570",4.189818e-11
"Arabidopsis","AT5G26594",4.189818e-11
"Arabidopsis","AT5G26667",4.189818e-11
"Arabidopsis","AT5G26673",4.189818e-11
"Arabidopsis","AT5G26692",4.189818e-11
"Arabidopsis","AT5G26717",4.189818e-11
"Arabidopsis","AT5G26730",4.189818e-11
"Arabidopsis","AT5G26731",4.189818e-11
"Arabidopsis","AT5G26740",4.189818e-11
"Arabidopsis","AT5G26742",4.189818e-11
"Arabidopsis","AT2G15640",9.649136e-10
"Arabidopsis","AT5G60720",4.323114e-09
"Arabidopsis","AT5G60730",4.323114e-09
"Arabidopsis","AT5G60740",4.323114e-09
"Arabidopsis","AT5G60750",4.323114e-09
"Arabidopsis","AT5G60760",4.323114e-09
"Arabidopsis","AT5G60770",4.323114e-09
"Arabidopsis","AT5G60780",4.323114e-09
