Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
4725244at2759,5,Zm00001eb014110,Zm00001eb014110:0.000627737,SORBI_3006G217300,SORBI_3006G217300:9.79558e-06,LOC_Os09g03230,LOC_Os09g03230:6.5685e-06,HORVU.MOREX.r3.2HG0195580,HORVU.MOREX.r3.2HG0195580:2.03174e-06,AT1G12780,AT1G12780:0.00307895
643341at2759,5,Zm00001eb032940;Zm00001eb059050;Zm00001eb066630;Zm00001eb222050;Zm00001eb303060;Zm00001eb362650;Zm00001eb378340;Zm00001eb402940;Zm00001eb403550,Zm00001eb032940:0.000781879;Zm00001eb059050:0.00404205;Zm00001eb066630:0.00187654;Zm00001eb222050:0.00017595;Zm00001eb303060:0.000383158;Zm00001eb362650:0.000857634;Zm00001eb378340:0.000668423;Zm00001eb402940:0.000833333;Zm00001eb403550:0.00136576,SORBI_3006G217900,SORBI_3006G217900:0.00133997,LOC_Os02g01540,LOC_Os02g01540:0.000290479,HORVU.MOREX.r3.1HG0041440,HORVU.MOREX.r3.1HG0041440:0.000111105,AT1G08590;AT1G09970;AT2G26330,AT1G08590:0.00322711;AT1G09970:0.00302556;AT2G26330:0.000520408
643341at33090,5,Zm00001eb032940;Zm00001eb059050;Zm00001eb066630;Zm00001eb222050;Zm00001eb303060;Zm00001eb378340;Zm00001eb402940;Zm00001eb403550,Zm00001eb032940:0.000781879;Zm00001eb059050:0.00404205;Zm00001eb066630:0.00187654;Zm00001eb222050:0.00017595;Zm00001eb303060:0.000383158;Zm00001eb378340:0.000668423;Zm00001eb402940:0.000833333;Zm00001eb403550:0.00136576,SORBI_3006G217900,SORBI_3006G217900:0.00133997,LOC_Os02g01540,LOC_Os02g01540:0.000290479,HORVU.MOREX.r3.1HG0041440,HORVU.MOREX.r3.1HG0041440:0.000111105,AT1G08590;AT1G09970;AT2G26330,AT1G08590:0.00322711;AT1G09970:0.00302556;AT2G26330:0.000520408
756860at33090,5,Zm00001eb014110,Zm00001eb014110:0.000627737,SORBI_3006G217300,SORBI_3006G217300:9.79558e-06,LOC_Os09g03230,LOC_Os09g03230:6.5685e-06,HORVU.MOREX.r3.2HG0195580,HORVU.MOREX.r3.2HG0195580:2.03174e-06,AT1G12780,AT1G12780:0.00307895
159147at3193,4,Zm00001eb030420,Zm00001eb030420:0.00366205,SORBI_3003G420500,SORBI_3003G420500:0.00142607,NA,NA,HORVU.MOREX.r3.5HG0492640,HORVU.MOREX.r3.5HG0492640:0.00137982,AT5G57110,AT5G57110:6.81492e-05
168202at33090,4,Zm00001eb073810;Zm00001eb297760;Zm00001eb430920,Zm00001eb073810:0.000551296;Zm00001eb297760:0.00289775;Zm00001eb430920:5.34644e-05,SORBI_3009G003700,SORBI_3009G003700:0.00150383,NA,NA,HORVU.MOREX.r3.7HG0750280,HORVU.MOREX.r3.7HG0750280:0.000398377,AT5G43810,AT5G43810:0.00285681
179088at33090,4,Zm00001eb148270;Zm00001eb384970,Zm00001eb148270:0.00169845;Zm00001eb384970:0.00385041,SORBI_3005G005800,SORBI_3005G005800:0.000750357,NA,NA,HORVU.MOREX.r3.1HG0073500;HORVU.MOREX.r3.3HG0302440,HORVU.MOREX.r3.1HG0073500:0.000976668;HORVU.MOREX.r3.3HG0302440:0.000768285,AT3G09220;AT4G39830;AT5G60020,AT3G09220:0.00208567;AT4G39830:0.000894681;AT5G60020:0.00285563
220610at3193,4,Zm00001eb148270,Zm00001eb148270:0.00169845,SORBI_3005G005800,SORBI_3005G005800:0.000750357,NA,NA,HORVU.MOREX.r3.1HG0073500;HORVU.MOREX.r3.3HG0302440,HORVU.MOREX.r3.1HG0073500:0.000976668;HORVU.MOREX.r3.3HG0302440:0.000768285,AT3G09220;AT5G60020,AT3G09220:0.00208567;AT5G60020:0.00285563
2496771at2759,4,Zm00001eb092720;Zm00001eb196930,Zm00001eb092720:0.00364846;Zm00001eb196930:0.00315524,SORBI_3001G358200,SORBI_3001G358200:0.000203508,NA,NA,HORVU.MOREX.r3.6HG0557060,HORVU.MOREX.r3.6HG0557060:0.00141555,AT4G33050,AT4G33050:0.0026406
301827at2759,4,Zm00001eb280720,Zm00001eb280720:0.00150185,SORBI_3004G247300;SORBI_3006G161200,SORBI_3004G247300:0.00188616;SORBI_3006G161200:2.93e-05,NA,NA,HORVU.MOREX.r3.2HG0184560,HORVU.MOREX.r3.2HG0184560:0.000733735,AT2G01660,AT2G01660:0.00136728
