species,gene,pvalue
Arabidopsis,AT1G14140,4.296464e-17
Arabidopsis,AT1G14540,4.296464e-17
Arabidopsis,AT1G14549,4.296464e-17
Arabidopsis,AT1G14060,9.566274000000001e-17
Arabidopsis,AT1G14110,9.566274000000001e-17
Arabidopsis,AT1G13760,1.053119e-16
Arabidopsis,AT1G13780,1.053119e-16
Arabidopsis,AT1G13830,1.053119e-16
Arabidopsis,AT3G18130,1.990886e-15
Arabidopsis,AT1G56423,3.991541e-15
Arabidopsis,AT1G56540,3.991541e-15
Arabidopsis,AT1G56555,3.991541e-15
Arabidopsis,AT3G20680,4.508443e-15
Arabidopsis,AT1G19840,1.23964e-14
Arabidopsis,AT1G68430,1.3061e-14
Arabidopsis,AT3G16860,1.579903e-14
Arabidopsis,AT1G14130,2.619226e-14
Arabidopsis,AT1G13980,3.044529e-14
Arabidopsis,AT1G13790,7.400341e-14
Arabidopsis,AT1G15670,1.159049e-13
Arabidopsis,AT4G30050,1.24168e-13
Arabidopsis,AT1G13607,1.898964e-13
Arabidopsis,AT1G13610,1.898964e-13
Arabidopsis,AT4G26330,2.963725e-13
Arabidopsis,AT4G26340,3.939972e-13
Arabidopsis,AT1G13220,3.97354e-13
Arabidopsis,AT1G27610,6.068895e-13
Arabidopsis,AT3G19820,1.005268e-12
Arabidopsis,AT1G27420,1.016924e-12
Arabidopsis,AT1G13210,1.06075e-12
Arabidopsis,AT1G13140,1.998684e-12
Arabidopsis,AT1G13150,1.998684e-12
Arabidopsis,AT1G13160,1.998684e-12
Arabidopsis,AT1G13170,1.998684e-12
Arabidopsis,AT1G13180,1.998684e-12
Arabidopsis,AT1G13190,1.998684e-12
Arabidopsis,AT1G13245,1.998684e-12
Arabidopsis,AT1G13270,2.517896e-12
Arabidopsis,AT1G19780,3.351979e-12
Arabidopsis,AT1G14010,3.526996e-12
Arabidopsis,AT3G17420,3.70888e-12
Arabidopsis,AT5G06950,3.833038e-12
Arabidopsis,AT3G20280,4.12972e-12
Arabidopsis,AT4G26375,4.512204e-12
Arabidopsis,AT3G16940,5.14159e-12
Arabidopsis,AT1G27360,6.373587e-12
Arabidopsis,AT1G27750,6.440206e-12
Arabidopsis,AT1G27840,6.440206e-12
Arabidopsis,AT1G16760,7.535058e-12
Arabidopsis,AT3G17480,8.051053e-12
Arabidopsis,AT4G26530,8.50702e-12
Arabidopsis,AT1G27490,1.039029e-11
Arabidopsis,AT1G27500,1.093997e-11
Arabidopsis,AT3G17640,1.20262e-11
Arabidopsis,AT3G17790,1.20262e-11
Arabidopsis,AT1G80690,1.310585e-11
Arabidopsis,AT1G14480,1.772028e-11
Arabidopsis,AT3G16857,1.850179e-11
Arabidopsis,AT3G16870,1.850179e-11
Arabidopsis,AT3G16880,1.850179e-11
Arabidopsis,AT3G16890,1.850179e-11
Arabidopsis,AT1G14685,1.973052e-11
Arabidopsis,AT1G80380,2.02318e-11
Arabidopsis,AT1G15550,2.195363e-11
Arabidopsis,AT3G21060,2.968695e-11
Arabidopsis,AT4G26430,4.197927e-11
Arabidopsis,AT4G26510,4.197927e-11
Arabidopsis,AT3G19370,4.239235e-11
Arabidopsis,AT3G19440,4.239235e-11
Arabidopsis,AT3G19470,4.239235e-11
Arabidopsis,AT3G19480,4.239235e-11
Arabidopsis,AT3G19515,4.239235e-11
Arabidopsis,AT1G66450,4.717465e-11
Arabidopsis,AT3G20760,4.743822e-11
Arabidopsis,AT3G22000,7.174336e-11
Arabidopsis,AT3G01331,7.531174e-11
Arabidopsis,AT3G18400,7.75435e-11
Arabidopsis,AT1G80530,1.001503e-10
Arabidopsis,AT1G56590,1.098267e-10
Arabidopsis,AT1G13330,1.11046e-10
Arabidopsis,AT3G22230,1.236644e-10
Arabidopsis,AT1G68380,1.287622e-10
